date,geo_value,hosps_7dav
2021-08-03,mn,0
2021-08-03,mo,0.2857143
2021-08-03,ms,0
2021-08-03,mt,0
2021-08-03,nc,1.8571429
2021-08-03,nd,0.4285714
2021-08-03,ne,0
2021-08-03,nh,0.1428571
2021-08-03,nj,0.1428571
2021-08-03,nm,0.7142857
2021-08-03,nv,0
2021-08-03,ny,0.2857143
2021-08-03,oh,3
2021-08-03,ok,2.1428571
2021-08-03,or,0
2021-08-03,pa,3
2021-08-03,pr,2.5714286
2021-08-03,ri,0
2021-08-03,sc,1.2857143
2021-08-03,sd,0.1428571
2021-08-03,tn,1
2021-08-03,tx,7
2021-08-03,ut,0.2857143
2021-08-03,va,2.5714286
2021-08-03,vi,0
2021-08-03,vt,0
2021-08-03,wa,0
2021-08-03,wi,0.1428571
2021-08-03,wv,0.1428571
2021-08-03,wy,0
2021-08-04,ak,1
2021-08-04,al,3.4285714
2021-08-04,ar,0.8571429
2021-08-04,az,0.5714286
2021-08-04,ca,1.7142857
2021-08-04,co,0.2857143
2021-08-04,ct,0
2021-08-04,dc,0
2021-08-04,de,0.1428571
2021-08-04,fl,6.5714286
2021-08-04,ga,1.7142857
2021-08-04,hi,0.2857143
2021-08-04,ia,0.1428571
2021-08-04,id,0
2021-08-04,il,0.8571429
2021-08-04,in,3.5714286
2021-08-04,ks,0.8571429
2021-08-04,ky,0.8571429
2021-08-04,la,3
2021-08-04,ma,0.4837896
2021-08-04,md,0
2021-08-04,me,0
2021-08-04,mi,0.2857143
2021-08-04,mn,0
2021-08-04,mo,0.2857143
2021-08-04,ms,0
2021-08-04,mt,0
2021-08-04,nc,1.4285714
2021-08-04,nd,0.4285714
2021-08-04,ne,0
2021-08-04,nh,0.1428571
2021-08-04,nj,0.4285714
2021-08-04,nm,0.5714286
2021-08-04,nv,0
2021-08-04,ny,0.8571429
2021-08-04,oh,3.5714286
2021-08-04,ok,2.2857143
2021-08-04,or,0
2021-08-04,pa,3
2021-08-04,pr,3.4285714
2021-08-04,ri,0
2021-08-04,sc,1.1428571
2021-08-04,sd,0.1428571
2021-08-04,tn,0.8571429
2021-08-04,tx,7.2857143
2021-08-04,ut,0.1428571
2021-08-04,va,2.8571429
2021-08-04,vi,0
2021-08-04,vt,0
2021-08-04,wa,0
2021-08-04,wi,0.1428571
2021-08-04,wv,0
2021-08-04,wy,0
2021-08-05,ak,1
2021-08-05,al,3.4285714
2021-08-05,ar,0.8571429
2021-08-05,az,0.5714286
2021-08-05,ca,1.4285714
2021-08-05,co,0.5714286
2021-08-05,ct,0
2021-08-05,dc,0
2021-08-05,de,0.1428571
2021-08-05,fl,6.2857143
2021-08-05,ga,1.7142857
2021-08-05,hi,0.2857143
2021-08-05,ia,0.2857143
2021-08-05,id,0
2021-08-05,il,0.8571429
2021-08-05,in,3.4285714
2021-08-05,ks,0.8571429
2021-08-05,ky,0.7142857
2021-08-05,la,3.1428571
2021-08-05,ma,0.3409325
2021-08-05,md,0
2021-08-05,me,0
2021-08-05,mi,0.2857143
2021-08-05,mn,0
2021-08-05,mo,0.4285714
2021-08-05,ms,0
2021-08-05,mt,0
2021-08-05,nc,0.8571429
2021-08-05,nd,0.5714286
2021-08-05,ne,0
2021-08-05,nh,0.1428571
2021-08-05,nj,0.4285714
2021-08-05,nm,0.4285714
2021-08-05,nv,0
2021-08-05,ny,1
2021-08-05,oh,4.2857143
2021-08-05,ok,2.4285714
2021-08-05,or,0
2021-08-05,pa,2.8571429
2021-08-05,pr,3.5714286
2021-08-05,ri,0
2021-08-05,sc,0.8571429
2021-08-05,sd,0
2021-08-05,tn,0.5714286
2021-08-05,tx,7
2021-08-05,ut,0.1428571
2021-08-05,va,2.4285714
2021-08-05,vi,0
2021-08-05,vt,0
2021-08-05,wa,0.1428571
2021-08-05,wi,0.2857143
2021-08-05,wv,0.1428571
2021-08-05,wy,0
2021-08-06,ak,1
2021-08-06,al,3
2021-08-06,ar,0.8571429
2021-08-06,az,0.7142857
2021-08-06,ca,1.7142857
2021-08-06,co,0.5714286
2021-08-06,ct,0
2021-08-06,dc,0
2021-08-06,de,0.1428571
2021-08-06,fl,7.4285714
2021-08-06,ga,2.1428571
2021-08-06,hi,0.2857143
2021-08-06,ia,0.2857143
2021-08-06,id,0
2021-08-06,il,0.8571429
2021-08-06,in,4.1428571
2021-08-06,ks,0.7142857
2021-08-06,ky,0.5714286
2021-08-06,la,2.7142857
2021-08-06,ma,0.3409325
2021-08-06,md,0.1428571
2021-08-06,me,0
2021-08-06,mi,0.2857143
2021-08-06,mn,0
2021-08-06,mo,0.4285714
2021-08-06,ms,0
2021-08-06,mt,0
2021-08-06,nc,0.5714286
2021-08-06,nd,0.5714286
2021-08-06,ne,0
2021-08-06,nh,0.1428571
2021-08-06,nj,0.5714286
2021-08-06,nm,0.5714286
2021-08-06,nv,0
2021-08-06,ny,1
2021-08-06,oh,4.1428571
2021-08-06,ok,3.2857143
2021-08-06,or,0
2021-08-06,pa,2.7142857
2021-08-06,pr,3.5714286
2021-08-06,ri,0
2021-08-06,sc,0.5714286
2021-08-06,sd,0
2021-08-06,tn,0.5714286
2021-08-06,tx,6.7142857
2021-08-06,ut,0.1428571
2021-08-06,va,2.5714286
2021-08-06,vi,0
2021-08-06,vt,0
2021-08-06,wa,0.1428571
2021-08-06,wi,0.1428571
2021-08-06,wv,0.2857143
2021-08-06,wy,0
2021-08-07,ak,1
2021-08-07,al,3
2021-08-07,ar,0.7142857
2021-08-07,az,0.5714286
2021-08-07,ca,2.2857143
2021-08-07,co,0.5714286
2021-08-07,ct,0
2021-08-07,dc,0
2021-08-07,de,0
2021-08-07,fl,7
2021-08-07,ga,1.8571429
2021-08-07,hi,0.1428571
2021-08-07,ia,0.2857143
2021-08-07,id,0
2021-08-07,il,0.7142857
2021-08-07,in,4.2857143
2021-08-07,ks,0.5714286
2021-08-07,ky,0.7142857
2021-08-07,la,2.4285714
2021-08-07,ma,0.3409325
2021-08-07,md,0.1428571
2021-08-07,me,0
2021-08-07,mi,0.4285714
2021-08-07,mn,0
2021-08-07,mo,0.4285714
2021-08-07,ms,0
2021-08-07,mt,0
2021-08-07,nc,0.7142857
2021-08-07,nd,0.4285714
2021-08-07,ne,0
2021-08-07,nh,0.1428571
2021-08-07,nj,0.7142857
2021-08-07,nm,0.7142857
2021-08-07,nv,0
2021-08-07,ny,1.1428571
2021-08-07,oh,4.1428571
2021-08-07,ok,3.1428571
2021-08-07,or,0
2021-08-07,pa,2.4285714
2021-08-07,pr,3.5714286
2021-08-07,ri,0
2021-08-07,sc,0.4285714
2021-08-07,sd,0
2021-08-07,tn,0.5714286
2021-08-07,tx,5.8571429
2021-08-07,ut,0.2857143
2021-08-07,va,3
2021-08-07,vi,0
2021-08-07,vt,0
2021-08-07,wa,0.1428571
2021-08-07,wi,0.1428571
2021-08-07,wv,0.2857143
2021-08-07,wy,0
2021-08-08,ak,1
2021-08-08,al,3.2857143
2021-08-08,ar,0.8571429
2021-08-08,az,0.8571429
2021-08-08,ca,2.8571429
2021-08-08,co,0.4285714
2021-08-08,ct,0
2021-08-08,dc,0
2021-08-08,de,0
2021-08-08,fl,6.8571429
2021-08-08,ga,2.2857143
2021-08-08,hi,0.1428571
2021-08-08,ia,0.2857143
2021-08-08,id,0
2021-08-08,il,0.4285714
2021-08-08,in,4.2857143
2021-08-08,ks,0.5714286
2021-08-08,ky,0.7142857
2021-08-08,la,2.1428571
2021-08-08,ma,0.3409325
2021-08-08,md,0.1428571
2021-08-08,me,0
2021-08-08,mi,0.2857143
2021-08-08,mn,0
2021-08-08,mo,0.5714286
2021-08-08,ms,0.1428571
2021-08-08,mt,0
2021-08-08,nc,0.5714286
2021-08-08,nd,0.4285714
2021-08-08,ne,0
2021-08-08,nh,0.1428571
2021-08-08,nj,0.7142857
2021-08-08,nm,0.7142857
2021-08-08,nv,0
2021-08-08,ny,1.2857143
2021-08-08,oh,3.7142857
2021-08-08,ok,2.8571429
2021-08-08,or,0
2021-08-08,pa,1.8571429
2021-08-08,pr,3.5714286
2021-08-08,ri,0
2021-08-08,sc,0.4285714
2021-08-08,sd,0.1428571
2021-08-08,tn,0.7142857
2021-08-08,tx,6
2021-08-08,ut,0.2857143
2021-08-08,va,3.2857143
2021-08-08,vi,0
2021-08-08,vt,0
2021-08-08,wa,0.1428571
2021-08-08,wi,0.1428571
2021-08-08,wv,0.2857143
2021-08-08,wy,0
2021-08-09,ak,1
2021-08-09,al,2.8571429
2021-08-09,ar,1.1428571
2021-08-09,az,1
2021-08-09,ca,2.5714286
2021-08-09,co,0.7142857
2021-08-09,ct,0
2021-08-09,dc,0
2021-08-09,de,0
2021-08-09,fl,6.8571429
2021-08-09,ga,2.1428571
2021-08-09,hi,0.1428571
2021-08-09,ia,0.1428571
2021-08-09,id,0
2021-08-09,il,0.2857143
2021-08-09,in,4.4285714
2021-08-09,ks,0.5714286
2021-08-09,ky,0.7142857
2021-08-09,la,1.8571429
2021-08-09,ma,0.4837896
2021-08-09,md,0.1428571
2021-08-09,me,0
2021-08-09,mi,0.1428571
2021-08-09,mn,0
2021-08-09,mo,0.5714286
2021-08-09,ms,0.1428571
2021-08-09,mt,0
2021-08-09,nc,0.5714286
2021-08-09,nd,0.4285714
2021-08-09,ne,0
2021-08-09,nh,0.1428571
2021-08-09,nj,1
2021-08-09,nm,0.4285714
2021-08-09,nv,0
2021-08-09,ny,1.2857143
2021-08-09,oh,3.1428571
2021-08-09,ok,2.7142857
2021-08-09,or,0
2021-08-09,pa,1.8571429
2021-08-09,pr,3.5714286
2021-08-09,ri,0
2021-08-09,sc,0.4285714
2021-08-09,sd,0.1428571
2021-08-09,tn,0.8571429
2021-08-09,tx,5.1428571
2021-08-09,ut,0.2857143
2021-08-09,va,3.5714286
2021-08-09,vi,0
2021-08-09,vt,0
2021-08-09,wa,0.1428571
2021-08-09,wi,0.1428571
2021-08-09,wv,0.2857143
2021-08-09,wy,0
2021-08-10,ak,1
2021-08-10,al,3
2021-08-10,ar,1
2021-08-10,az,1.2857143
2021-08-10,ca,2.5714286
2021-08-10,co,0.7142857
2021-08-10,ct,0
2021-08-10,dc,0
2021-08-10,de,0
2021-08-10,fl,7.1428571
2021-08-10,ga,2.1428571
2021-08-10,hi,0
2021-08-10,ia,0.1428571
2021-08-10,id,0
2021-08-10,il,0.5714286
2021-08-10,in,4.2857143
2021-08-10,ks,0.4285714
2021-08-10,ky,0.7142857
2021-08-10,la,1.5714286
2021-08-10,ma,0.7078464
2021-08-10,md,0.1428571
2021-08-10,me,0
2021-08-10,mi,0.1428571
2021-08-10,mn,0
2021-08-10,mo,0.5714286
2021-08-10,ms,0.2857143
2021-08-10,mt,0
2021-08-10,nc,0.8571429
2021-08-10,nd,0.5714286
2021-08-10,ne,0
2021-08-10,nh,0
2021-08-10,nj,1
2021-08-10,nm,0.2857143
2021-08-10,nv,0.1428571
2021-08-10,ny,1.2857143
2021-08-10,oh,2.5714286
2021-08-10,ok,2.7142857
2021-08-10,or,0
2021-08-10,pa,1.7142857
2021-08-10,pr,4
2021-08-10,ri,0
2021-08-10,sc,0.2857143
2021-08-10,sd,0.1428571
2021-08-10,tn,0.7142857
2021-08-10,tx,4.4285714
2021-08-10,ut,0.2857143
2021-08-10,va,3.7142857
2021-08-10,vi,0
2021-08-10,vt,0
2021-08-10,wa,0.1428571
2021-08-10,wi,0.1428571
2021-08-10,wv,0.2857143
2021-08-10,wy,0
2021-08-11,ak,1
2021-08-11,al,2.7142857
2021-08-11,ar,0.8571429
2021-08-11,az,1.7142857
2021-08-11,ca,2.4285714
2021-08-11,co,0.5714286
2021-08-11,ct,0
2021-08-11,dc,0
2021-08-11,de,0
2021-08-11,fl,7
2021-08-11,ga,2.5714286
2021-08-11,hi,0.1428571
2021-08-11,ia,0.1428571
2021-08-11,id,0.1428571
2021-08-11,il,0.7142857
2021-08-11,in,4.2857143
2021-08-11,ks,0.1428571
2021-08-11,ky,0.8571429
2021-08-11,la,1.5714286
2021-08-11,ma,0.7078464
2021-08-11,md,0.1428571
2021-08-11,me,0
2021-08-11,mi,0.1428571
2021-08-11,mn,0
2021-08-11,mo,0.5714286
2021-08-11,ms,0.2857143
2021-08-11,mt,0
2021-08-11,nc,1.1428571
2021-08-11,nd,0.4285714
2021-08-11,ne,0
2021-08-11,nh,0
2021-08-11,nj,0.8571429
2021-08-11,nm,0.2857143
2021-08-11,nv,0.1428571
2021-08-11,ny,0.8571429
2021-08-11,oh,2
2021-08-11,ok,2.8571429
2021-08-11,or,0
2021-08-11,pa,1.8571429
2021-08-11,pr,3.4285714
2021-08-11,ri,0
2021-08-11,sc,0.2857143
2021-08-11,sd,0.1428571
2021-08-11,tn,1
2021-08-11,tx,4.5714286
2021-08-11,ut,0.2857143
2021-08-11,va,4.1428571
2021-08-11,vi,0
2021-08-11,vt,0
2021-08-11,wa,0.1428571
2021-08-11,wi,0.1428571
2021-08-11,wv,0.5714286
2021-08-11,wy,0
2021-08-12,ak,1
2021-08-12,al,2.4285714
2021-08-12,ar,0.8571429
2021-08-12,az,2.2857143
2021-08-12,ca,2.5714286
2021-08-12,co,0.2857143
2021-08-12,ct,0
2021-08-12,dc,0
2021-08-12,de,0
2021-08-12,fl,6.5714286
2021-08-12,ga,2.5714286
2021-08-12,hi,0.1428571
2021-08-12,ia,0
2021-08-12,id,0.1428571
2021-08-12,il,0.7142857
2021-08-12,in,4
2021-08-12,ks,0.1428571
2021-08-12,ky,0.8571429
2021-08-12,la,1.1428571
2021-08-12,ma,0.8507036
2021-08-12,md,0.1428571
2021-08-12,me,0
2021-08-12,mi,0.1428571
2021-08-12,mn,0
2021-08-12,mo,0.5714286
2021-08-12,ms,0.2857143
2021-08-12,mt,0
2021-08-12,nc,1.5714286
2021-08-12,nd,0.4285714
2021-08-12,ne,0
2021-08-12,nh,0
2021-08-12,nj,1
2021-08-12,nm,0.2857143
2021-08-12,nv,0.1428571
2021-08-12,ny,0.8571429
2021-08-12,oh,1.2857143
2021-08-12,ok,2.5714286
2021-08-12,or,0
2021-08-12,pa,1.8571429
2021-08-12,pr,3.1428571
2021-08-12,ri,0
2021-08-12,sc,0.7142857
2021-08-12,sd,0.1428571
2021-08-12,tn,1.1428571
2021-08-12,tx,4.5714286
2021-08-12,ut,0.2857143
2021-08-12,va,4.2857143
2021-08-12,vi,0
2021-08-12,vt,0
2021-08-12,wa,0
2021-08-12,wi,0
2021-08-12,wv,0.4285714
2021-08-12,wy,0
2021-08-13,ak,1
2021-08-13,al,2.5714286
2021-08-13,ar,0.7142857
2021-08-13,az,2.2857143
2021-08-13,ca,2.1428571
2021-08-13,co,0.2857143
2021-08-13,ct,0
2021-08-13,dc,0
2021-08-13,de,0
2021-08-13,fl,5.7142857
2021-08-13,ga,2
2021-08-13,hi,0.2857143
2021-08-13,ia,0
2021-08-13,id,0.1428571
2021-08-13,il,0.8571429
2021-08-13,in,3.7142857
2021-08-13,ks,0.1428571
2021-08-13,ky,0.5714286
2021-08-13,la,1.1428571
2021-08-13,ma,0.9935607
2021-08-13,md,0
2021-08-13,me,0
2021-08-13,mi,0.1428571
2021-08-13,mn,0
2021-08-13,mo,0.5714286
2021-08-13,ms,0.4285714
2021-08-13,mt,0
2021-08-13,nc,2.1428571
2021-08-13,nd,0.4285714
2021-08-13,ne,0
2021-08-13,nh,0
2021-08-13,nj,0.8571429
2021-08-13,nm,0.1428571
2021-08-13,nv,0.4285714
2021-08-13,ny,1
2021-08-13,oh,0.7142857
2021-08-13,ok,1.4285714
2021-08-13,or,0
2021-08-13,pa,1.4285714
2021-08-13,pr,3.2857143
2021-08-13,ri,0
2021-08-13,sc,0.8571429
2021-08-13,sd,0.1428571
2021-08-13,tn,1.1428571
2021-08-13,tx,4.2857143
2021-08-13,ut,0.2857143
2021-08-13,va,4
2021-08-13,vi,0
2021-08-13,vt,0
2021-08-13,wa,0
2021-08-13,wi,0
2021-08-13,wv,0.4285714
2021-08-13,wy,0
2021-08-14,ak,1
2021-08-14,al,2.5714286
2021-08-14,ar,0.4285714
2021-08-14,az,2.5714286
2021-08-14,ca,1.7142857
2021-08-14,co,0.2857143
2021-08-14,ct,0
2021-08-14,dc,0
2021-08-14,de,0
2021-08-14,fl,6.1428571
2021-08-14,ga,2
2021-08-14,hi,0.2857143
2021-08-14,ia,0
2021-08-14,id,0.1428571
2021-08-14,il,0.8571429
2021-08-14,in,3.7142857
2021-08-14,ks,0.1428571
2021-08-14,ky,0.4285714
2021-08-14,la,1
2021-08-14,ma,1.1364179
2021-08-14,md,0
2021-08-14,me,0
2021-08-14,mi,0
2021-08-14,mn,0
2021-08-14,mo,0.4285714
2021-08-14,ms,0.5714286
2021-08-14,mt,0
2021-08-14,nc,2.1428571
2021-08-14,nd,0.4285714
2021-08-14,ne,0
2021-08-14,nh,0
2021-08-14,nj,0.7142857
2021-08-14,nm,0.1428571
2021-08-14,nv,0.5714286
2021-08-14,ny,1
2021-08-14,oh,0.1428571
2021-08-14,ok,1.1428571
2021-08-14,or,0
2021-08-14,pa,1.4285714
2021-08-14,pr,3.8571429
2021-08-14,ri,0
2021-08-14,sc,1
2021-08-14,sd,0.2857143
2021-08-14,tn,1.2857143
2021-08-14,tx,4.1428571
2021-08-14,ut,0.1428571
2021-08-14,va,3.8571429
2021-08-14,vi,0
2021-08-14,vt,0
2021-08-14,wa,0
2021-08-14,wi,0
2021-08-14,wv,0.5714286
2021-08-14,wy,0
2021-08-15,ak,1
2021-08-15,al,2.1428571
2021-08-15,ar,0.2857143
2021-08-15,az,2.5714286
2021-08-15,ca,1.4285714
2021-08-15,co,0.2857143
2021-08-15,ct,0
2021-08-15,dc,0
2021-08-15,de,0
2021-08-15,fl,6.1428571
2021-08-15,ga,2.1428571
2021-08-15,hi,0.2857143
2021-08-15,ia,0
2021-08-15,id,0.1428571
2021-08-15,il,1
2021-08-15,in,3.7142857
2021-08-15,ks,0.1428571
2021-08-15,ky,0.4285714
2021-08-15,la,0.8571429
2021-08-15,ma,1.1364179
2021-08-15,md,0
2021-08-15,me,0
2021-08-15,mi,0
2021-08-15,mn,0
2021-08-15,mo,0.2857143
2021-08-15,ms,0.5714286
2021-08-15,mt,0
2021-08-15,nc,2.1428571
2021-08-15,nd,0.4285714
2021-08-15,ne,0
2021-08-15,nh,0
2021-08-15,nj,0.5714286
2021-08-15,nm,0.1428571
2021-08-15,nv,0.5714286
2021-08-15,ny,1
2021-08-15,oh,0
2021-08-15,ok,1.1428571
2021-08-15,or,0
2021-08-15,pa,1.5714286
2021-08-15,pr,4.1428571
2021-08-15,ri,0
2021-08-15,sc,1.1428571
2021-08-15,sd,0.2857143
2021-08-15,tn,1.1428571
2021-08-15,tx,4
2021-08-15,ut,0
2021-08-15,va,3.5714286
2021-08-15,vi,0
2021-08-15,vt,0
2021-08-15,wa,0
2021-08-15,wi,0
2021-08-15,wv,0.5714286
2021-08-15,wy,0
2021-08-16,ak,1
2021-08-16,al,2
2021-08-16,ar,0.1428571
2021-08-16,az,2.5714286
2021-08-16,ca,1.4285714
2021-08-16,co,0
2021-08-16,ct,0
2021-08-16,dc,0
2021-08-16,de,0
2021-08-16,fl,6.7142857
2021-08-16,ga,2
2021-08-16,hi,0.2857143
2021-08-16,ia,0.1428571
2021-08-16,id,0.1428571
2021-08-16,il,1.1428571
2021-08-16,in,4.1428571
2021-08-16,ks,0.1428571
2021-08-16,ky,0.8571429
2021-08-16,la,0.7142857
2021-08-16,ma,0.9935607
2021-08-16,md,0
2021-08-16,me,0
2021-08-16,mi,0
2021-08-16,mn,0
2021-08-16,mo,0.2857143
2021-08-16,ms,0.8571429
2021-08-16,mt,0
2021-08-16,nc,2.4285714
2021-08-16,nd,0.4285714
2021-08-16,ne,0
2021-08-16,nh,0
2021-08-16,nj,0.2857143
2021-08-16,nm,0.1428571
2021-08-16,nv,0.8571429
2021-08-16,ny,1
2021-08-16,oh,0
2021-08-16,ok,1.4285714
2021-08-16,or,0
2021-08-16,pa,1.5714286
2021-08-16,pr,4
2021-08-16,ri,0
2021-08-16,sc,1.5714286
2021-08-16,sd,0.4285714
2021-08-16,tn,0.8571429
2021-08-16,tx,4.1428571
2021-08-16,ut,0
2021-08-16,va,3.7142857
2021-08-16,vi,0
2021-08-16,vt,0
2021-08-16,wa,0
2021-08-16,wi,0
2021-08-16,wv,0.5714286
2021-08-16,wy,0
2021-08-17,ak,1
2021-08-17,al,2
2021-08-17,ar,0.1428571
2021-08-17,az,2.4285714
2021-08-17,ca,1.2857143
2021-08-17,co,0.1428571
2021-08-17,ct,0
2021-08-17,dc,0
2021-08-17,de,0
2021-08-17,fl,6.2857143
2021-08-17,ga,2.1428571
2021-08-17,hi,0.2857143
2021-08-17,ia,0.4285714
2021-08-17,id,0.2857143
2021-08-17,il,1
2021-08-17,in,4.7142857
2021-08-17,ks,0
2021-08-17,ky,0.8571429
2021-08-17,la,0.5714286
2021-08-17,ma,0.7462211
2021-08-17,md,0
2021-08-17,me,0
2021-08-17,mi,0
2021-08-17,mn,0
2021-08-17,mo,0.2857143
2021-08-17,ms,0.7142857
2021-08-17,mt,0
2021-08-17,nc,2.1428571
2021-08-17,nd,0.1428571
2021-08-17,ne,0
2021-08-17,nh,0
2021-08-17,nj,0.2857143
2021-08-17,nm,0.1428571
2021-08-17,nv,0.7142857
2021-08-17,ny,1
2021-08-17,oh,0
2021-08-17,ok,1
2021-08-17,or,0
2021-08-17,pa,1.5714286
2021-08-17,pr,3.5714286
2021-08-17,ri,0
2021-08-17,sc,1.7142857
2021-08-17,sd,0.5714286
2021-08-17,tn,0.7142857
2021-08-17,tx,5.1428571
2021-08-17,ut,0
2021-08-17,va,3.5714286
2021-08-17,vi,0
2021-08-17,vt,0
2021-08-17,wa,0
2021-08-17,wi,0
2021-08-17,wv,0.7142857
2021-08-17,wy,0
2021-08-18,ak,1
2021-08-18,al,3.2857143
2021-08-18,ar,0.4285714
2021-08-18,az,2
2021-08-18,ca,1.2857143
2021-08-18,co,0.1428571
2021-08-18,ct,0
2021-08-18,dc,0
2021-08-18,de,0
2021-08-18,fl,6
2021-08-18,ga,2.4285714
2021-08-18,hi,0.1428571
2021-08-18,ia,0.4285714
2021-08-18,id,0.1428571
2021-08-18,il,0.8571429
2021-08-18,in,4.8571429
2021-08-18,ks,0
2021-08-18,ky,1
2021-08-18,la,0.2857143
2021-08-18,ma,0.7462211
2021-08-18,md,0
2021-08-18,me,0
2021-08-18,mi,0.1428571
2021-08-18,mn,0
2021-08-18,mo,0.4285714
2021-08-18,ms,0.7142857
2021-08-18,mt,0
2021-08-18,nc,1.8571429
2021-08-18,nd,0.2857143
2021-08-18,ne,0
2021-08-18,nh,0
2021-08-18,nj,0.4285714
2021-08-18,nm,0.1428571
2021-08-18,nv,0.7142857
2021-08-18,ny,1
2021-08-18,oh,0.1428571
2021-08-18,ok,0.7142857
2021-08-18,or,0.1428571
2021-08-18,pa,1.1428571
2021-08-18,pr,3.7142857
2021-08-18,ri,0
2021-08-18,sc,1.5714286
2021-08-18,sd,0.7142857
2021-08-18,tn,0.7142857
2021-08-18,tx,4.5714286
2021-08-18,ut,0
2021-08-18,va,3.2857143
2021-08-18,vi,0
2021-08-18,vt,0
2021-08-18,wa,0
2021-08-18,wi,0
2021-08-18,wv,0.4285714
2021-08-18,wy,0
2021-08-19,ak,1
2021-08-19,al,3.1428571
2021-08-19,ar,0.7142857
2021-08-19,az,1.4285714
2021-08-19,ca,1
2021-08-19,co,0.2857143
2021-08-19,ct,0
2021-08-19,dc,0
2021-08-19,de,0.1428571
2021-08-19,fl,5.2857143
2021-08-19,ga,2.2857143
2021-08-19,hi,0.1428571
2021-08-19,ia,0.4285714
2021-08-19,id,0.1428571
2021-08-19,il,0.7142857
2021-08-19,in,5
2021-08-19,ks,0.1428571
2021-08-19,ky,1.1428571
2021-08-19,la,0.2857143
2021-08-19,ma,0.6033639
2021-08-19,md,0
2021-08-19,me,0
2021-08-19,mi,0.1428571
2021-08-19,mn,0
2021-08-19,mo,0.4285714
2021-08-19,ms,0.8571429
2021-08-19,mt,0
2021-08-19,nc,1.5714286
2021-08-19,nd,0.1428571
2021-08-19,ne,0
2021-08-19,nh,0
2021-08-19,nj,0.4285714
2021-08-19,nm,0.1428571
2021-08-19,nv,0.7142857
2021-08-19,ny,1.1428571
2021-08-19,oh,0.2857143
2021-08-19,ok,0.5714286
2021-08-19,or,0.4285714
2021-08-19,pa,1.2857143
2021-08-19,pr,3.7142857
2021-08-19,ri,0
2021-08-19,sc,1.2857143
2021-08-19,sd,0.8571429
2021-08-19,tn,0.7142857
2021-08-19,tx,4.5714286
2021-08-19,ut,0
2021-08-19,va,3.5714286
2021-08-19,vi,0
2021-08-19,vt,0
2021-08-19,wa,0
2021-08-19,wi,0
2021-08-19,wv,0.4285714
2021-08-19,wy,0
2021-08-20,ak,1
2021-08-20,al,3.4285714
2021-08-20,ar,1.1428571
2021-08-20,az,1.4285714
2021-08-20,ca,1
2021-08-20,co,0.2857143
2021-08-20,ct,0
2021-08-20,dc,0
2021-08-20,de,0.1428571
2021-08-20,fl,5.1428571
2021-08-20,ga,2.4285714
2021-08-20,hi,0
2021-08-20,ia,0.4285714
2021-08-20,id,0.1428571
2021-08-20,il,0.5714286
2021-08-20,in,5
2021-08-20,ks,0.1428571
2021-08-20,ky,1.2857143
2021-08-20,la,0.1428571
2021-08-20,ma,0.3176496
2021-08-20,md,0
2021-08-20,me,0
2021-08-20,mi,0.2857143
2021-08-20,mn,0
2021-08-20,mo,0.5714286
2021-08-20,ms,0.7142857
2021-08-20,mt,0
2021-08-20,nc,1.1428571
2021-08-20,nd,0.1428571
2021-08-20,ne,0
2021-08-20,nh,0
2021-08-20,nj,0.5714286
2021-08-20,nm,0.1428571
2021-08-20,nv,0.4285714
2021-08-20,ny,1.1428571
2021-08-20,oh,0.4285714
2021-08-20,ok,0.5714286
2021-08-20,or,0.7142857
2021-08-20,pa,1.5714286
2021-08-20,pr,4
2021-08-20,ri,0
2021-08-20,sc,1.4285714
2021-08-20,sd,0.8571429
2021-08-20,tn,0.5714286
2021-08-20,tx,5.1428571
2021-08-20,ut,0
2021-08-20,va,3.5714286
2021-08-20,vi,0
2021-08-20,vt,0
2021-08-20,wa,0.1428571
2021-08-20,wi,0
2021-08-20,wv,0.2857143
2021-08-20,wy,0
2021-08-21,ak,1
2021-08-21,al,4
2021-08-21,ar,1.1428571
2021-08-21,az,1.7142857
2021-08-21,ca,0.8571429
2021-08-21,co,0.4285714
2021-08-21,ct,0
2021-08-21,dc,0
2021-08-21,de,0.1428571
2021-08-21,fl,4.8571429
2021-08-21,ga,2.4285714
2021-08-21,hi,0
2021-08-21,ia,0.4285714
2021-08-21,id,0.1428571
2021-08-21,il,0.7142857
2021-08-21,in,4.7142857
2021-08-21,ks,0.1428571
2021-08-21,ky,1.2857143
2021-08-21,la,0
2021-08-21,ma,0.3176496
2021-08-21,md,0.1428571
2021-08-21,me,0
2021-08-21,mi,0.2857143
2021-08-21,mn,0
2021-08-21,mo,0.7142857
2021-08-21,ms,0.7142857
2021-08-21,mt,0
2021-08-21,nc,1.4285714
2021-08-21,nd,0.1428571
2021-08-21,ne,0
2021-08-21,nh,0
2021-08-21,nj,0.7142857
2021-08-21,nm,0
2021-08-21,nv,0.2857143
2021-08-21,ny,1
2021-08-21,oh,0.4285714
2021-08-21,ok,0.5714286
2021-08-21,or,1
2021-08-21,pa,1.7142857
2021-08-21,pr,3.5714286
2021-08-21,ri,0
2021-08-21,sc,1.2857143
2021-08-21,sd,0.7142857
2021-08-21,tn,0.4285714
2021-08-21,tx,4.8571429
2021-08-21,ut,0
2021-08-21,va,3.1428571
2021-08-21,vi,0
2021-08-21,vt,0
2021-08-21,wa,0.1428571
