date,geo_value,hosps_7dav
2022-04-06,ga,5.1428571
2022-04-06,hi,0.1428571
2022-04-06,ia,4.7142857
2022-04-06,id,2.5714286
2022-04-06,il,17.4285714
2022-04-06,in,16.1428571
2022-04-06,ks,4.5714286
2022-04-06,ky,12.1428571
2022-04-06,la,4.5714286
2022-04-06,ma,20.7142857
2022-04-06,md,6
2022-04-06,me,1.7142857
2022-04-06,mi,24
2022-04-06,mn,5.1428571
2022-04-06,mo,12
2022-04-06,ms,4.5714286
2022-04-06,mt,2.8571429
2022-04-06,nc,5.7142857
2022-04-06,nd,0.5714286
2022-04-06,ne,3.2857143
2022-04-06,nh,2.1428571
2022-04-06,nj,17.7142857
2022-04-06,nm,6.2857143
2022-04-06,nv,13.1428571
2022-04-06,ny,27.8571429
2022-04-06,oh,16.8571429
2022-04-06,ok,19.1428571
2022-04-06,or,1.8571429
2022-04-06,pa,27.4285714
2022-04-06,pr,6.1428571
2022-04-06,ri,0.7142857
2022-04-06,sc,3.8571429
2022-04-06,sd,1.5714286
2022-04-06,tn,6
2022-04-06,tx,58.7142857
2022-04-06,ut,2.5714286
2022-04-06,va,5.5714286
2022-04-06,vi,0
2022-04-06,vt,1
2022-04-06,wa,2.8571429
2022-04-06,wi,7.4285714
2022-04-06,wv,4.2857143
2022-04-06,wy,1.2857143
2022-04-07,ak,0.2857143
2022-04-07,al,3
2022-04-07,ar,12
2022-04-07,as,0
2022-04-07,az,17.5714286
2022-04-07,ca,14.4285714
2022-04-07,co,16
2022-04-07,ct,5.5714286
2022-04-07,dc,0.2857143
2022-04-07,de,1.4285714
2022-04-07,fl,14.1428571
2022-04-07,ga,4.5714286
2022-04-07,hi,0.2857143
2022-04-07,ia,4.1428571
2022-04-07,id,2.5714286
2022-04-07,il,16.8571429
2022-04-07,in,15.8571429
2022-04-07,ks,4.4285714
2022-04-07,ky,11.8571429
2022-04-07,la,4
2022-04-07,ma,21
2022-04-07,md,6.5714286
2022-04-07,me,1.7142857
2022-04-07,mi,24.7142857
2022-04-07,mn,4.7142857
2022-04-07,mo,12.5714286
2022-04-07,ms,5
2022-04-07,mt,2.8571429
2022-04-07,nc,6.2857143
2022-04-07,nd,0.5714286
2022-04-07,ne,4.1428571
2022-04-07,nh,1.8571429
2022-04-07,nj,20.1428571
2022-04-07,nm,5.8571429
2022-04-07,nv,14.2857143
2022-04-07,ny,27.8571429
2022-04-07,oh,18.4285714
2022-04-07,ok,18.4285714
2022-04-07,or,2
2022-04-07,pa,27.2857143
2022-04-07,pr,5.4285714
2022-04-07,ri,0.8571429
2022-04-07,sc,3.8571429
2022-04-07,sd,1.8571429
2022-04-07,tn,5.5714286
2022-04-07,tx,53.8571429
2022-04-07,ut,2.2857143
2022-04-07,va,6
2022-04-07,vi,0
2022-04-07,vt,1.2857143
2022-04-07,wa,3.2857143
2022-04-07,wi,6.8571429
2022-04-07,wv,4.7142857
2022-04-07,wy,1.4285714
2022-04-08,ak,0.2857143
2022-04-08,al,4
2022-04-08,ar,12.1428571
2022-04-08,as,0
2022-04-08,az,17.1428571
2022-04-08,ca,14.5714286
2022-04-08,co,15
2022-04-08,ct,6.7142857
2022-04-08,dc,0.2857143
2022-04-08,de,1.4285714
2022-04-08,fl,13.8571429
2022-04-08,ga,4
2022-04-08,hi,0.4285714
2022-04-08,ia,3.5714286
2022-04-08,id,2.8571429
2022-04-08,il,16.1428571
2022-04-08,in,15.8571429
2022-04-08,ks,5
2022-04-08,ky,12.8571429
2022-04-08,la,4
2022-04-08,ma,20.4285714
2022-04-08,md,7.2857143
2022-04-08,me,1.5714286
2022-04-08,mi,24.7142857
2022-04-08,mn,4
2022-04-08,mo,11.1428571
2022-04-08,ms,4.7142857
2022-04-08,mt,2.7142857
2022-04-08,nc,5.7142857
2022-04-08,nd,0.5714286
2022-04-08,ne,5
2022-04-08,nh,2
2022-04-08,nj,20.2857143
2022-04-08,nm,6.2857143
2022-04-08,nv,13.8571429
2022-04-08,ny,28.5714286
2022-04-08,oh,18.4285714
2022-04-08,ok,17.2857143
2022-04-08,or,2
2022-04-08,pa,27.8571429
2022-04-08,pr,5.7142857
2022-04-08,ri,0.7142857
2022-04-08,sc,3.7142857
2022-04-08,sd,1.5714286
2022-04-08,tn,5.4285714
2022-04-08,tx,52
2022-04-08,ut,2
2022-04-08,va,5.8571429
2022-04-08,vi,0
2022-04-08,vt,1.4285714
2022-04-08,wa,3.4285714
2022-04-08,wi,6.2857143
2022-04-08,wv,5.4285714
2022-04-08,wy,1.4285714
2022-04-09,ak,0.2857143
2022-04-09,al,4.1428571
2022-04-09,ar,11.8571429
2022-04-09,as,0
2022-04-09,az,16
2022-04-09,ca,15.1428571
2022-04-09,co,15
2022-04-09,ct,6.2857143
2022-04-09,dc,0.2857143
2022-04-09,de,2
2022-04-09,fl,14.7142857
2022-04-09,ga,4.4285714
2022-04-09,hi,0.5714286
2022-04-09,ia,3
2022-04-09,id,2.4285714
2022-04-09,il,14.7142857
2022-04-09,in,16.7142857
2022-04-09,ks,4.8571429
2022-04-09,ky,12.5714286
2022-04-09,la,4
2022-04-09,ma,22.2857143
2022-04-09,md,8.1428571
2022-04-09,me,1.5714286
2022-04-09,mi,25.1428571
2022-04-09,mn,3.4285714
2022-04-09,mo,11.1428571
2022-04-09,ms,4.8571429
2022-04-09,mt,2.5714286
2022-04-09,nc,6.4285714
2022-04-09,nd,0.7142857
2022-04-09,ne,5
2022-04-09,nh,2.2857143
2022-04-09,nj,21.7142857
2022-04-09,nm,6
2022-04-09,nv,13.7142857
2022-04-09,ny,27.2857143
2022-04-09,oh,19.2857143
2022-04-09,ok,16.7142857
2022-04-09,or,2.1428571
2022-04-09,pa,29.5714286
2022-04-09,pr,5.7142857
2022-04-09,ri,0.8571429
2022-04-09,sc,4.5714286
2022-04-09,sd,1.4285714
2022-04-09,tn,5.1428571
2022-04-09,tx,51
2022-04-09,ut,1.8571429
2022-04-09,va,6.5714286
2022-04-09,vi,0
2022-04-09,vt,1.7142857
2022-04-09,wa,3.7142857
2022-04-09,wi,7.1428571
2022-04-09,wv,6
2022-04-09,wy,1.1428571
2022-04-10,ak,0.2857143
2022-04-10,al,4.1428571
2022-04-10,ar,10.5714286
2022-04-10,as,0
2022-04-10,az,15.4285714
2022-04-10,ca,15.1428571
2022-04-10,co,16.2857143
2022-04-10,ct,7.8571429
2022-04-10,dc,0.5714286
2022-04-10,de,2.4285714
2022-04-10,fl,15.1428571
2022-04-10,ga,4.2857143
2022-04-10,hi,0.7142857
2022-04-10,ia,3.4285714
2022-04-10,id,2.4285714
2022-04-10,il,14.7142857
2022-04-10,in,18
2022-04-10,ks,4.8571429
2022-04-10,ky,14.2857143
2022-04-10,la,4.5714286
2022-04-10,ma,22.2857143
2022-04-10,md,8.8571429
2022-04-10,me,1.8571429
2022-04-10,mi,25
2022-04-10,mn,3.1428571
2022-04-10,mo,11
2022-04-10,ms,4.8571429
2022-04-10,mt,2.1428571
2022-04-10,nc,5.8571429
2022-04-10,nd,0.7142857
2022-04-10,ne,5.4285714
2022-04-10,nh,2.2857143
2022-04-10,nj,22.1428571
2022-04-10,nm,5.2857143
2022-04-10,nv,13.4285714
2022-04-10,ny,29.2857143
2022-04-10,oh,20
2022-04-10,ok,17.5714286
2022-04-10,or,2.2857143
2022-04-10,pa,28.2857143
2022-04-10,pr,5.2857143
2022-04-10,ri,0.7142857
2022-04-10,sc,4.1428571
2022-04-10,sd,1.2857143
2022-04-10,tn,5.2857143
2022-04-10,tx,49.2857143
2022-04-10,ut,1.5714286
2022-04-10,va,7.2857143
2022-04-10,vi,0
2022-04-10,vt,1.5714286
2022-04-10,wa,3.7142857
2022-04-10,wi,6.4285714
2022-04-10,wv,6.4285714
2022-04-10,wy,1.1428571
2022-04-11,ak,0.4285714
2022-04-11,al,3.8571429
2022-04-11,ar,9.8571429
2022-04-11,as,0
2022-04-11,az,15.8571429
2022-04-11,ca,15
2022-04-11,co,17
2022-04-11,ct,7.8571429
2022-04-11,dc,0.4285714
2022-04-11,de,3
2022-04-11,fl,17
2022-04-11,ga,4.7142857
2022-04-11,hi,0.8571429
2022-04-11,ia,3.8571429
2022-04-11,id,2
2022-04-11,il,14.7142857
2022-04-11,in,17.4285714
2022-04-11,ks,5.4285714
2022-04-11,ky,14.7142857
2022-04-11,la,5.2857143
2022-04-11,ma,22
2022-04-11,md,8.5714286
2022-04-11,me,1.7142857
2022-04-11,mi,25.7142857
2022-04-11,mn,3.1428571
2022-04-11,mo,11.2857143
2022-04-11,ms,4.1428571
2022-04-11,mt,2.2857143
2022-04-11,nc,6.2857143
2022-04-11,nd,0.7142857
2022-04-11,ne,4.4285714
2022-04-11,nh,1.5714286
2022-04-11,nj,21.5714286
2022-04-11,nm,5.1428571
2022-04-11,nv,13.1428571
2022-04-11,ny,31.1428571
2022-04-11,oh,20.8571429
2022-04-11,ok,16.1428571
2022-04-11,or,2.1428571
2022-04-11,pa,28.2857143
2022-04-11,pr,5.4285714
2022-04-11,ri,0.7142857
2022-04-11,sc,4.4285714
2022-04-11,sd,0.8571429
2022-04-11,tn,4.5714286
2022-04-11,tx,47.8571429
2022-04-11,ut,1.5714286
2022-04-11,va,7.4285714
2022-04-11,vi,0
2022-04-11,vt,1.5714286
2022-04-11,wa,3.7142857
2022-04-11,wi,7.2857143
2022-04-11,wv,6.5714286
2022-04-11,wy,1.5714286
2022-04-12,ak,0.4285714
2022-04-12,al,3.7142857
2022-04-12,ar,9.2857143
2022-04-12,as,0
2022-04-12,az,16.4285714
2022-04-12,ca,14.7142857
2022-04-12,co,17.4285714
2022-04-12,ct,7.2857143
2022-04-12,dc,0.4285714
2022-04-12,de,3.5714286
2022-04-12,fl,17.7142857
2022-04-12,ga,5.1428571
2022-04-12,hi,1
2022-04-12,ia,4
2022-04-12,id,1.4285714
2022-04-12,il,13.4285714
2022-04-12,in,16.2857143
2022-04-12,ks,5.8571429
2022-04-12,ky,16.1428571
2022-04-12,la,5.5714286
2022-04-12,ma,23
2022-04-12,md,8.1428571
2022-04-12,me,1.5714286
2022-04-12,mi,26
2022-04-12,mn,2.7142857
2022-04-12,mo,11.5714286
2022-04-12,ms,3.7142857
2022-04-12,mt,2
2022-04-12,nc,6.7142857
2022-04-12,nd,0.8571429
2022-04-12,ne,5
2022-04-12,nh,1.5714286
2022-04-12,nj,21.8571429
2022-04-12,nm,5.1428571
2022-04-12,nv,11.2857143
2022-04-12,ny,31
2022-04-12,oh,20.7142857
2022-04-12,ok,15.8571429
2022-04-12,or,2.2857143
2022-04-12,pa,27
2022-04-12,pr,6.7142857
2022-04-12,ri,0.7142857
2022-04-12,sc,4.2857143
2022-04-12,sd,0.8571429
2022-04-12,tn,4.8571429
2022-04-12,tx,49.4285714
2022-04-12,ut,1.8571429
2022-04-12,va,8
2022-04-12,vi,0
2022-04-12,vt,1.5714286
2022-04-12,wa,3.5714286
2022-04-12,wi,7.8571429
2022-04-12,wv,7.1428571
2022-04-12,wy,1.5714286
2022-04-13,ak,0.2857143
2022-04-13,al,3.5714286
2022-04-13,ar,8.1428571
2022-04-13,as,0
2022-04-13,az,14.7142857
2022-04-13,ca,13.5714286
2022-04-13,co,18.2857143
2022-04-13,ct,7.2857143
2022-04-13,dc,0.4285714
2022-04-13,de,4.4285714
2022-04-13,fl,19.4285714
2022-04-13,ga,5.2857143
2022-04-13,hi,1.1428571
2022-04-13,ia,3.5714286
2022-04-13,id,1.5714286
2022-04-13,il,14.2857143
2022-04-13,in,15.7142857
2022-04-13,ks,4.7142857
2022-04-13,ky,15.4285714
2022-04-13,la,5.7142857
2022-04-13,ma,22.2857143
2022-04-13,md,7.7142857
2022-04-13,me,1.5714286
2022-04-13,mi,26.1428571
2022-04-13,mn,2.8571429
2022-04-13,mo,11.5714286
2022-04-13,ms,3.5714286
2022-04-13,mt,1.7142857
2022-04-13,nc,7.2857143
2022-04-13,nd,0.8571429
2022-04-13,ne,5.4285714
2022-04-13,nh,2.2857143
2022-04-13,nj,20.8571429
2022-04-13,nm,4.5714286
2022-04-13,nv,10.5714286
2022-04-13,ny,31.4285714
2022-04-13,oh,21.4285714
2022-04-13,ok,15.8571429
2022-04-13,or,2
2022-04-13,pa,27
2022-04-13,pr,8.1428571
2022-04-13,ri,0.7142857
2022-04-13,sc,4.8571429
2022-04-13,sd,1
2022-04-13,tn,5.7142857
2022-04-13,tx,50.4285714
2022-04-13,ut,2.1428571
2022-04-13,va,8.2857143
2022-04-13,vi,0
2022-04-13,vt,1.1428571
2022-04-13,wa,4.2857143
2022-04-13,wi,8.7142857
2022-04-13,wv,7.1428571
2022-04-13,wy,1.2857143
2022-04-14,ak,0.1428571
2022-04-14,al,3.2857143
2022-04-14,ar,7.4285714
2022-04-14,as,0
2022-04-14,az,13.8571429
2022-04-14,ca,14.4285714
2022-04-14,co,19.5714286
2022-04-14,ct,7.8571429
2022-04-14,dc,0.2857143
2022-04-14,de,5
2022-04-14,fl,20.4285714
2022-04-14,ga,5.8571429
2022-04-14,hi,1.1428571
2022-04-14,ia,4
2022-04-14,id,2.1428571
2022-04-14,il,13.8571429
2022-04-14,in,15.2857143
2022-04-14,ks,4.4285714
2022-04-14,ky,14.4285714
2022-04-14,la,5.7142857
2022-04-14,ma,22.5714286
2022-04-14,md,7.8571429
2022-04-14,me,1.8571429
2022-04-14,mi,23.8571429
2022-04-14,mn,3.8571429
2022-04-14,mo,11.4285714
2022-04-14,ms,3.1428571
2022-04-14,mt,1.8571429
2022-04-14,nc,7.2857143
2022-04-14,nd,0.8571429
2022-04-14,ne,4.5714286
2022-04-14,nh,2.7142857
2022-04-14,nj,19.4285714
2022-04-14,nm,4.1428571
2022-04-14,nv,10
2022-04-14,ny,33
2022-04-14,oh,20
2022-04-14,ok,15.2857143
2022-04-14,or,2.1428571
2022-04-14,pa,28.1428571
2022-04-14,pr,9.7142857
2022-04-14,ri,1
2022-04-14,sc,5.4285714
2022-04-14,sd,0.7142857
2022-04-14,tn,6.2857143
2022-04-14,tx,51.7142857
2022-04-14,ut,2.2857143
2022-04-14,va,8.1428571
2022-04-14,vi,0
2022-04-14,vt,1.2857143
2022-04-14,wa,4
2022-04-14,wi,9.2857143
2022-04-14,wv,7
2022-04-14,wy,1.1428571
2022-04-15,ak,0.1428571
2022-04-15,al,2.7142857
2022-04-15,ar,7.2857143
2022-04-15,as,0
2022-04-15,az,13.7142857
2022-04-15,ca,15.1428571
2022-04-15,co,19.8571429
2022-04-15,ct,6.4285714
2022-04-15,dc,0.2857143
2022-04-15,de,5.8571429
2022-04-15,fl,22.5714286
2022-04-15,ga,5.8571429
2022-04-15,hi,1.2857143
2022-04-15,ia,3.5714286
2022-04-15,id,2.2857143
2022-04-15,il,13
2022-04-15,in,13.4285714
2022-04-15,ks,3.1428571
2022-04-15,ky,13.8571429
2022-04-15,la,5.8571429
2022-04-15,ma,24.4285714
2022-04-15,md,7.4285714
2022-04-15,me,2.1428571
2022-04-15,mi,21.8571429
2022-04-15,mn,3.8571429
2022-04-15,mo,11.2857143
2022-04-15,ms,3.4285714
2022-04-15,mt,2
2022-04-15,nc,8.8571429
2022-04-15,nd,0.8571429
2022-04-15,ne,4.1428571
2022-04-15,nh,2.7142857
2022-04-15,nj,20.4285714
2022-04-15,nm,4.1428571
2022-04-15,nv,10.4285714
2022-04-15,ny,33
2022-04-15,oh,19.7142857
2022-04-15,ok,15.1428571
2022-04-15,or,2
2022-04-15,pa,29
2022-04-15,pr,9.8571429
2022-04-15,ri,1.2857143
2022-04-15,sc,5.1428571
2022-04-15,sd,0.7142857
2022-04-15,tn,6.1428571
2022-04-15,tx,50.7142857
2022-04-15,ut,2.4285714
2022-04-15,va,8.7142857
2022-04-15,vi,0
2022-04-15,vt,1.2857143
2022-04-15,wa,4.5714286
2022-04-15,wi,9.5714286
2022-04-15,wv,6.8571429
2022-04-15,wy,1.1428571
2022-04-16,ak,0.2857143
2022-04-16,al,2.7142857
2022-04-16,ar,7.1428571
2022-04-16,as,0
2022-04-16,az,14.4285714
2022-04-16,ca,14.2857143
2022-04-16,co,20.8571429
2022-04-16,ct,7.2857143
2022-04-16,dc,0.2857143
2022-04-16,de,5.8571429
2022-04-16,fl,23.5714286
2022-04-16,ga,5.8571429
2022-04-16,hi,1.4285714
2022-04-16,ia,4
2022-04-16,id,2.7142857
2022-04-16,il,13.1428571
2022-04-16,in,11.5714286
2022-04-16,ks,3
2022-04-16,ky,13.1428571
2022-04-16,la,5.8571429
2022-04-16,ma,23.7142857
2022-04-16,md,6.8571429
2022-04-16,me,2.1428571
2022-04-16,mi,19.8571429
2022-04-16,mn,4
2022-04-16,mo,11.1428571
2022-04-16,ms,3.2857143
2022-04-16,mt,2.5714286
2022-04-16,nc,7.5714286
2022-04-16,nd,1
2022-04-16,ne,4.1428571
2022-04-16,nh,2.7142857
2022-04-16,nj,18.5714286
2022-04-16,nm,4
2022-04-16,nv,10.4285714
2022-04-16,ny,35
2022-04-16,oh,17.5714286
2022-04-16,ok,15.2857143
2022-04-16,or,2.1428571
2022-04-16,pa,29.5714286
2022-04-16,pr,11
2022-04-16,ri,1.4285714
2022-04-16,sc,4.4285714
2022-04-16,sd,0.5714286
2022-04-16,tn,6.4285714
2022-04-16,tx,50.1428571
2022-04-16,ut,2.4285714
2022-04-16,va,8
2022-04-16,vi,0
2022-04-16,vt,1.1428571
2022-04-16,wa,5.2857143
2022-04-16,wi,9.8571429
2022-04-16,wv,7
2022-04-16,wy,1.1428571
2022-04-17,ak,0.2857143
2022-04-17,al,2.7142857
2022-04-17,ar,7.5714286
2022-04-17,as,0
2022-04-17,az,16
2022-04-17,ca,16.2857143
2022-04-17,co,20
2022-04-17,ct,6.5714286
2022-04-17,dc,0
2022-04-17,de,5
2022-04-17,fl,24.7142857
2022-04-17,ga,6.2857143
2022-04-17,hi,1.4285714
2022-04-17,ia,3.4285714
2022-04-17,id,3
2022-04-17,il,12.8571429
2022-04-17,in,10.1428571
2022-04-17,ks,2.8571429
2022-04-17,ky,11.8571429
2022-04-17,la,6
2022-04-17,ma,24
2022-04-17,md,5.8571429
2022-04-17,me,2
2022-04-17,mi,19.4285714
2022-04-17,mn,4.2857143
2022-04-17,mo,11.1428571
2022-04-17,ms,2.8571429
2022-04-17,mt,3
2022-04-17,nc,7.7142857
2022-04-17,nd,0.8571429
2022-04-17,ne,3.8571429
2022-04-17,nh,3
2022-04-17,nj,17.4285714
2022-04-17,nm,4.5714286
2022-04-17,nv,11
2022-04-17,ny,34.5714286
2022-04-17,oh,16.4285714
2022-04-17,ok,13.7142857
2022-04-17,or,2.7142857
2022-04-17,pa,30
2022-04-17,pr,11.8571429
2022-04-17,ri,1.4285714
2022-04-17,sc,4.8571429
2022-04-17,sd,0.4285714
2022-04-17,tn,6.5714286
2022-04-17,tx,51.7142857
2022-04-17,ut,2.4285714
2022-04-17,va,7.1428571
2022-04-17,vi,0
2022-04-17,vt,1.5714286
2022-04-17,wa,5.7142857
2022-04-17,wi,9.7142857
2022-04-17,wv,6.8571429
2022-04-17,wy,0.8571429
2022-04-18,ak,0.1428571
2022-04-18,al,3.4285714
2022-04-18,ar,7.2857143
2022-04-18,as,0
2022-04-18,az,17.2857143
2022-04-18,ca,16.2857143
2022-04-18,co,22.7142857
2022-04-18,ct,6.4285714
2022-04-18,dc,0.1428571
2022-04-18,de,4.5714286
2022-04-18,fl,25
2022-04-18,ga,6.4285714
2022-04-18,hi,1.5714286
2022-04-18,ia,3.1428571
2022-04-18,id,3.2857143
2022-04-18,il,12.7142857
2022-04-18,in,9.1428571
2022-04-18,ks,2
2022-04-18,ky,11.5714286
2022-04-18,la,5.5714286
2022-04-18,ma,23.4285714
2022-04-18,md,5.7142857
2022-04-18,me,1.8571429
2022-04-18,mi,17.8571429
2022-04-18,mn,4
2022-04-18,mo,10.5714286
2022-04-18,ms,2.4285714
2022-04-18,mt,3
2022-04-18,nc,8.1428571
2022-04-18,nd,0.8571429
2022-04-18,ne,4
2022-04-18,nh,3.4285714
2022-04-18,nj,18.8571429
2022-04-18,nm,4.4285714
2022-04-18,nv,10.5714286
2022-04-18,ny,35.2857143
2022-04-18,oh,16.7142857
2022-04-18,ok,14
2022-04-18,or,2.8571429
2022-04-18,pa,29.8571429
2022-04-18,pr,13.8571429
2022-04-18,ri,1.7142857
2022-04-18,sc,4.8571429
2022-04-18,sd,0.7142857
2022-04-18,tn,6.5714286
2022-04-18,tx,53.2857143
2022-04-18,ut,2.1428571
2022-04-18,va,7.1428571
2022-04-18,vi,0
2022-04-18,vt,1.4285714
2022-04-18,wa,6.4285714
2022-04-18,wi,8.8571429
2022-04-18,wv,7.2857143
2022-04-18,wy,0.4285714
2022-04-19,ak,0.2857143
2022-04-19,al,3.2857143
2022-04-19,ar,6.5714286
2022-04-19,as,0
2022-04-19,az,16.1428571
2022-04-19,ca,16.8571429
2022-04-19,co,23.5714286
2022-04-19,ct,6.5714286
2022-04-19,dc,0.1428571
2022-04-19,de,4.1428571
2022-04-19,fl,25.8571429
2022-04-19,ga,6.7142857
2022-04-19,hi,1.4285714
2022-04-19,ia,2.8571429
2022-04-19,id,3.7142857
2022-04-19,il,14
2022-04-19,in,8.8571429
2022-04-19,ks,1.8571429
2022-04-19,ky,9.5714286
2022-04-19,la,6.4285714
2022-04-19,ma,22.8571429
2022-04-19,md,5.5714286
2022-04-19,me,2.1428571
2022-04-19,mi,18.7142857
2022-04-19,mn,4.7142857
2022-04-19,mo,9.7142857
2022-04-19,ms,3
2022-04-19,mt,3.1428571
2022-04-19,nc,7.8571429
2022-04-19,nd,0.7142857
2022-04-19,ne,3.4285714
2022-04-19,nh,4.4285714
2022-04-19,nj,19.1428571
2022-04-19,nm,4.7142857
2022-04-19,nv,11.2857143
2022-04-19,ny,38.2857143
2022-04-19,oh,17.4285714
2022-04-19,ok,13.4285714
2022-04-19,or,2.8571429
2022-04-19,pa,30.7142857
2022-04-19,pr,14
2022-04-19,ri,2
2022-04-19,sc,5.2857143
2022-04-19,sd,0.7142857
2022-04-19,tn,5.8571429
2022-04-19,tx,53.1428571
2022-04-19,ut,1.8571429
2022-04-19,va,7.5714286
2022-04-19,vi,0
2022-04-19,vt,1.4285714
2022-04-19,wa,6.4285714
2022-04-19,wi,8.4285714
2022-04-19,wv,6.7142857
2022-04-19,wy,0.2857143
2022-04-20,ak,0.2857143
2022-04-20,al,3.8571429
2022-04-20,ar,6.8571429
2022-04-20,as,0
2022-04-20,az,17.4285714
2022-04-20,ca,19.2857143
2022-04-20,co,23.1428571
2022-04-20,ct,6.4285714
2022-04-20,dc,0.1428571
2022-04-20,de,3.7142857
2022-04-20,fl,24.8571429
2022-04-20,ga,5.8571429
2022-04-20,hi,1.2857143
2022-04-20,ia,2.5714286
2022-04-20,id,3.5714286
2022-04-20,il,13.4285714
2022-04-20,in,9.7142857
2022-04-20,ks,2.8571429
2022-04-20,ky,10.1428571
2022-04-20,la,6.5714286
2022-04-20,ma,25.8571429
2022-04-20,md,6.1428571
2022-04-20,me,2
2022-04-20,mi,17.2857143
2022-04-20,mn,4.7142857
2022-04-20,mo,10.2857143
2022-04-20,ms,2.5714286
2022-04-20,mt,3.2857143
2022-04-20,nc,7.4285714
2022-04-20,nd,0.7142857
2022-04-20,ne,2.7142857
2022-04-20,nh,4.8571429
2022-04-20,nj,18.7142857
2022-04-20,nm,5.5714286
2022-04-20,nv,11.5714286
2022-04-20,ny,39.1428571
2022-04-20,oh,16.2857143
2022-04-20,ok,12.2857143
2022-04-20,or,3
2022-04-20,pa,31.2857143
2022-04-20,pr,15.2857143
2022-04-20,ri,2
2022-04-20,sc,4.4285714
2022-04-20,sd,0.8571429
2022-04-20,tn,5.2857143
2022-04-20,tx,53.1428571
2022-04-20,ut,1.4285714
2022-04-20,va,8.1428571
2022-04-20,vi,0
2022-04-20,vt,1.5714286
2022-04-20,wa,5.5714286
2022-04-20,wi,8
2022-04-20,wv,5.8571429
2022-04-20,wy,0.2857143
2022-04-21,ak,0.2857143
2022-04-21,al,4.1428571
2022-04-21,ar,6.2857143
2022-04-21,as,0
2022-04-21,az,17.8571429
2022-04-21,ca,20.2857143
2022-04-21,co,22.4285714
2022-04-21,ct,6.5714286
2022-04-21,dc,0.1428571
2022-04-21,de,3.2857143
2022-04-21,fl,24.2857143
2022-04-21,ga,6
2022-04-21,hi,1.1428571
2022-04-21,ia,2.5714286
2022-04-21,id,2.8571429
2022-04-21,il,14
2022-04-21,in,9.2857143
2022-04-21,ks,3
2022-04-21,ky,11.1428571
2022-04-21,la,6.8571429
2022-04-21,ma,26.7142857
2022-04-21,md,5.8571429
2022-04-21,me,2.1428571
2022-04-21,mi,19
2022-04-21,mn,4
2022-04-21,mo,9.7142857
2022-04-21,ms,2.5714286
2022-04-21,mt,3.1428571
2022-04-21,nc,7
2022-04-21,nd,0.7142857
2022-04-21,ne,2.7142857
2022-04-21,nh,4.7142857
2022-04-21,nj,18.8571429
2022-04-21,nm,6
2022-04-21,nv,11.7142857
2022-04-21,ny,40.8571429
2022-04-21,oh,17.1428571
2022-04-21,ok,11.5714286
2022-04-21,or,3.5714286
2022-04-21,pa,30.5714286
2022-04-21,pr,15.5714286
2022-04-21,ri,1.7142857
2022-04-21,sc,4.2857143
2022-04-21,sd,0.8571429
2022-04-21,tn,5.5714286
2022-04-21,tx,51.1428571
2022-04-21,ut,1.4285714
2022-04-21,va,7.8571429
2022-04-21,vi,0
2022-04-21,vt,1.2857143
2022-04-21,wa,5.4285714
2022-04-21,wi,6.7142857
2022-04-21,wv,5.5714286
2022-04-21,wy,0.1428571
2022-04-22,ak,0.2857143
2022-04-22,al,4.1428571
2022-04-22,ar,5.5714286
2022-04-22,as,0
2022-04-22,az,19.1428571
2022-04-22,ca,21.7142857
2022-04-22,co,26
2022-04-22,ct,7.4285714
2022-04-22,dc,0.1428571
2022-04-22,de,2.5714286
2022-04-22,fl,23.1428571
2022-04-22,ga,6.7142857
2022-04-22,hi,1
2022-04-22,ia,3
2022-04-22,id,2.4285714
2022-04-22,il,16.2857143
2022-04-22,in,9.1428571
2022-04-22,ks,4
2022-04-22,ky,11.2857143
2022-04-22,la,6.1428571
2022-04-22,ma,26.1428571
2022-04-22,md,6.5714286
2022-04-22,me,3
2022-04-22,mi,20.1428571
2022-04-22,mn,4.7142857
2022-04-22,mo,10.4285714
2022-04-22,ms,2.4285714
2022-04-22,mt,3
2022-04-22,nc,6.8571429
2022-04-22,nd,0.8571429
2022-04-22,ne,2.2857143
2022-04-22,nh,4.8571429
2022-04-22,nj,18.4285714
2022-04-22,nm,6.1428571
2022-04-22,nv,11.2857143
2022-04-22,ny,42.4285714
2022-04-22,oh,17.4285714
2022-04-22,ok,11.4285714
2022-04-22,or,3.8571429
2022-04-22,pa,31.1428571
2022-04-22,pr,17.2857143
2022-04-22,ri,1.4285714
2022-04-22,sc,5.2857143
2022-04-22,sd,0.7142857
2022-04-22,tn,5.4285714
2022-04-22,tx,50.2857143
2022-04-22,ut,1.2857143
2022-04-22,va,7
2022-04-22,vi,0
2022-04-22,vt,1.2857143
2022-04-22,wa,4.8571429
2022-04-22,wi,7.7142857
2022-04-22,wv,6.2857143
2022-04-22,wy,0.1428571
2022-04-23,ak,0.1428571
2022-04-23,al,4.2857143
2022-04-23,ar,5.2857143
2022-04-23,as,0
2022-04-23,az,21
2022-04-23,ca,23.5714286
2022-04-23,co,26.7142857
2022-04-23,ct,7.1428571
2022-04-23,dc,0.1428571
2022-04-23,de,2.5714286
2022-04-23,fl,23.2857143
2022-04-23,ga,6.2857143
2022-04-23,hi,0.8571429
2022-04-23,ia,2.8571429
2022-04-23,id,2
2022-04-23,il,18
2022-04-23,in,9.4285714
2022-04-23,ks,4.2857143
2022-04-23,ky,12.4285714
