fit,Method,n,MAE,WIS,CE
retrospective,MechRt,123,0.008381223137628919,0.004709308791279774,0.0736449864498645
retrospective,estimateR,123,0.01743691900594366,0.010941777574911837,0.2565718157181572
retrospective,EpiEstim,123,0.07398380533415268,0.05916573573589918,0.5248644986449864
retrospective,rtestim,123,0.044572303537311196,0.03782027740549383,0.22581300813008132
retrospective,EpiLPS,123,0.04642528665752947,0.04293097080839498,0.6671409214092141
retrospective,EpiNow2,123,0.008313035587611102,0.004460289423109609,0.11470189701897017
