date,beta_est
2020-07-04,0.1518588160268875
2020-07-05,0.14960552457746962
2020-07-06,0.14735507883081933
2020-07-07,0.14513697834809206
2020-07-08,0.14297907926760683
2020-07-09,0.14090758987888352
2020-07-10,0.13894283658349926
2020-07-11,0.13709775283025064
2020-07-12,0.1353825293356632
2020-07-13,0.1338053967803866
2020-07-14,0.13237299794976112
2020-07-15,0.1310871950137149
2020-07-16,0.12994272828414383
2020-07-17,0.1289317629313799
2020-07-18,0.12804469725408332
2020-07-19,0.1272704697277885
2020-07-20,0.1265964668350632
2020-07-21,0.12600830150540923
2020-07-22,0.12549040793268276
2020-07-23,0.12502622299105456
2020-07-24,0.12459828394843134
2020-07-25,0.12418981110106275
2020-07-26,0.12378754959528071
2020-07-27,0.12337920989698262
2020-07-28,0.12295288948437616
2020-07-29,0.12249703206102962
2020-07-30,0.12200177859726678
2020-07-31,0.12146264765344046
2020-08-01,0.12087759941048326
2020-08-02,0.12024600368109266
2020-08-03,0.11956846044674188
2020-08-04,0.11884700669133831
2020-08-05,0.11808637824557047
2020-08-06,0.11729294063023155
2020-08-07,0.11647409310799577
2020-08-08,0.11563808968849142
2020-08-09,0.11479374729438022
2020-08-10,0.11394959212842715
2020-08-11,0.11311412264851414
2020-08-12,0.11229600330873865
2020-08-13,0.11150401890236812
2020-08-14,0.11074699008140741
2020-08-15,0.11003336809465802
2020-08-16,0.10937137077622767
2020-08-17,0.10876917075453185
2020-08-18,0.10823492193736053
2020-08-19,0.1077766783505991
2020-08-20,0.10740121777832198
2020-08-21,0.10711433144523737
2020-08-22,0.10692157998321296
2020-08-23,0.10682838928002987
2020-08-24,0.10683989932291003
2020-08-25,0.10695739386068705
2020-08-26,0.107178327985416
2020-08-27,0.1074989156892071
2020-08-28,0.10791431993579513
2020-08-29,0.10841863043413623
2020-08-30,0.10900235746291168
2020-08-31,0.10965177948190731
2020-09-01,0.11035109483666797
2020-09-02,0.11108258897613325
2020-09-03,0.11182674304294647
2020-09-04,0.11256453540294757
2020-09-05,0.11327881656784161
2020-09-06,0.11395214264908644
2020-09-07,0.114566649252148
2020-09-08,0.1151041741289381
2020-09-09,0.11555072955854662
2020-09-10,0.1159008200599341
2020-09-11,0.11615207427778662
2020-09-12,0.11630446104155041
2020-09-13,0.11636010621350684
2020-09-14,0.11632497296232028
2020-09-15,0.11621139464942079
2020-09-16,0.1160349399462468
2020-09-17,0.11581356850518167
2020-09-18,0.11556727257585003
2020-09-19,0.11531702775062305
2020-09-20,0.1150829603103679
2020-09-21,0.11488552282961903
2020-09-22,0.11474572981434424
2020-09-23,0.11468512484865157
2020-09-24,0.11472462533035374
2020-09-25,0.11488095815199381
2020-09-26,0.11516937581124281
2020-09-27,0.11560477489787843
2020-09-28,0.11620192207357034
2020-09-29,0.11697478983795796
2020-09-30,0.11793286074982512
2020-10-01,0.11908348701822113
2020-10-02,0.12043327648116099
2020-10-03,0.12198826131447511
2020-10-04,0.12375344044120895
2020-10-05,0.12572922263282826
2020-10-06,0.12791283649243856
2020-10-07,0.13029964156292634
2020-10-08,0.1328830666756062
2020-10-09,0.13565464477926653
2020-10-10,0.1386051325236582
2020-10-11,0.1417241215736146
2020-10-12,0.14499934351650792
2020-10-13,0.1484165252541663
2020-10-14,0.15195962318583556
2020-10-15,0.15561533739915553
2020-10-16,0.15937305606475166
2020-10-17,0.16322236984659616
2020-10-18,0.167152999135019
2020-10-19,0.1711547150616665
2020-10-20,0.17521596080812127
2020-10-21,0.17932354864983197
2020-10-22,0.18346356415591342
2020-10-23,0.1876214298087318
2020-10-24,0.19178187496599614
2020-10-25,0.1959269326984639
2020-10-26,0.20003499707045824
2020-10-27,0.20408251543350836
2020-10-28,0.20804421813056734
2020-10-29,0.21189334755741562
2020-10-30,0.2156059603944404
2020-10-31,0.21916445427721715
2020-11-01,0.22255368448531423
2020-11-02,0.2257605447332422
2020-11-03,0.22877392788275902
2020-11-04,0.23158927745823432
2020-11-05,0.23421415987140837
2020-11-06,0.2366624247294845
2020-11-07,0.23895287054263253
2020-11-08,0.24110864449913916
2020-11-09,0.24315630730825682
2020-11-10,0.2451246579408104
2020-11-11,0.24704483179977643
2020-11-12,0.2489500646371748
2020-11-13,0.2508754243598644
2020-11-14,0.2528531825564564
2020-11-15,0.25490127068968155
2020-11-16,0.2570310992746097
2020-11-17,0.2592502877486151
2020-11-18,0.2615631794476306
2020-11-19,0.2639681470977185
2020-11-20,0.26644649928764325
2020-11-21,0.2689690812526518
2020-11-22,0.27149970957479563
2020-11-23,0.27399588060277646
2020-11-24,0.27640994660263574
2020-11-25,0.278692469972551
2020-11-26,0.280791678609962
2020-11-27,0.28265315171947286
2020-11-28,0.2842203325977394
2020-11-29,0.28543678399659633
2020-11-30,0.2862587993572718
2020-12-01,0.2866524525174212
2020-12-02,0.28658896051651683
2020-12-03,0.286044340874737
2020-12-04,0.2850001228891036
2020-12-05,0.2834530014724726
2020-12-06,0.2814128458755616
2020-12-07,0.27889685973931183
2020-12-08,0.2759282489538288
2020-12-09,0.2725353249683321
2020-12-10,0.2687542093608787
2020-12-11,0.2646278038420295
2020-12-12,0.26020232132638876
2020-12-13,0.2555260868777277
2020-12-14,0.2506485081912169
2020-12-15,0.24561785234858433
2020-12-16,0.24048035847406135
2020-12-17,0.23528096578081012
2020-12-18,0.23006313360504874
2020-12-19,0.22486862514727093
2020-12-20,0.2197353409733038
2020-12-21,0.21469639275781358
2020-12-22,0.2097823146075834
2020-12-23,0.20502147965795697
2020-12-24,0.20044034224777377
2020-12-25,0.1960626923998392
2020-12-26,0.19190911924625154
2020-12-27,0.18799851310655458
2020-12-28,0.18434851629837745
2020-12-29,0.18097582162143494
2020-12-30,0.17789537556051166
2020-12-31,0.17511929076316993
2021-01-01,0.1726588129317815
2021-01-02,0.1705249334627561
2021-01-03,0.1687287310318211
2021-01-04,0.16727872815430173
2021-01-05,0.16617546675056377
2021-01-06,0.16541724596527033
2021-01-07,0.1650017038469549
2021-01-08,0.16492614681386686
2021-01-09,0.16518424930589587
2021-01-10,0.16575608355777763
2021-01-11,0.1666155979886976
2021-01-12,0.16773304523506768
2021-01-13,0.16907492324520795
2021-01-14,0.1706028288297509
2021-01-15,0.17226917754236087
2021-01-16,0.17401926882472726
2021-01-17,0.17579229552795758
2021-01-18,0.17752132022981565
2021-01-19,0.1791350975173949
2021-01-20,0.18056816244299878
2021-01-21,0.18175732819996868
2021-01-22,0.18263886641819901
2021-01-23,0.18314920941029553
2021-01-24,0.1832279946032083
2021-01-25,0.18283649805878832
2021-01-26,0.1819533392609441
2021-01-27,0.18056675240279896
2021-01-28,0.17867416938304828
2021-01-29,0.17628281963088543
2021-01-30,0.17342182256930003
2021-01-31,0.17013882310539144
2021-02-01,0.1664905694369746
2021-02-02,0.16254045072022683
2021-02-03,0.15835630531376627
2021-02-04,0.15400933574229492
2021-02-05,0.14957220490380738
2021-02-06,0.14511663635644434
2021-02-07,0.14071204899074077
2021-02-08,0.1364243105264713
2021-02-09,0.13230832495740158
2021-02-10,0.12840663334952743
2021-02-11,0.12475629381272636
2021-02-12,0.12138993843545685
2021-02-13,0.11833641380771007
2021-02-14,0.11561558248998889
2021-02-15,0.11323630059416669
2021-02-16,0.11120450712374791
2021-02-17,0.10952479681567928
2021-02-18,0.10820125898572408
2021-02-19,0.10723625379068895
2021-02-20,0.10662925163372818
2021-02-21,0.10638012867682928
2021-02-22,0.10648993587180657
2021-02-23,0.1069612458871963
2021-02-24,0.1077977676227681
2021-02-25,0.1090035576518558
2021-02-26,0.11058423680263645
2021-02-27,0.11254724560754616
2021-02-28,0.11490185807525115
2021-03-01,0.11765707983553396
2021-03-02,0.12081671083861394
2021-03-03,0.12438283419994291
2021-03-04,0.12835625181584198
2021-03-05,0.13273580391315512
2021-03-06,0.13751569037200764
2021-03-07,0.14267805736593825
2021-03-08,0.14819549851442104
2021-03-09,0.1540310745546389
2021-03-10,0.16013678668366665
2021-03-11,0.16645293580164286
2021-03-12,0.172910816192024
2021-03-13,0.1794302484487429
2021-03-14,0.18591809859793723
2021-03-15,0.1922683935543969
2021-03-16,0.19836573772916788
2021-03-17,0.20410513382174145
2021-03-18,0.2093888476272051
2021-03-19,0.21412216460733527
2021-03-20,0.21821559518027292
2021-03-21,0.22158926100180348
2021-03-22,0.2241961213246233
2021-03-23,0.22601954883672656
2021-03-24,0.22706338928726214
2021-03-25,0.22735062396197991
2021-03-26,0.22692227965135237
2021-03-27,0.22584582042423365
2021-03-28,0.22421166455802777
2021-03-29,0.2221231170651489
2021-03-30,0.21969251035851028
2021-03-31,0.2170375508558326
2021-04-01,0.21427253136141886
2021-04-02,0.21150554735577826
2021-04-03,0.20884194066784972
2021-04-04,0.2063840669251132
2021-04-05,0.204230861360673
2021-04-06,0.20246090886673287
2021-04-07,0.20112704815789
2021-04-08,0.2002749315185247
2021-04-09,0.19994616986076283
2021-04-10,0.20017993379850624
2021-04-11,0.2009987100042408
2021-04-12,0.20239782209418444
2021-04-13,0.20436453553377398
2021-04-14,0.20688046893340428
2021-04-15,0.20992173619029256
2021-04-16,0.2134522619275735
2021-04-17,0.21741508617469257
2021-04-18,0.22173990297907395
2021-04-19,0.2263431258764172
2021-04-20,0.23112674781532613
2021-04-21,0.23597986118439665
2021-04-22,0.24078280621643705
2021-04-23,0.24540331266507137
2021-04-24,0.249696270018781
2021-04-25,0.25350503026959936
2021-04-26,0.25667103964455396
2021-04-27,0.2590572552750519
2021-04-28,0.26053762291889304
2021-04-29,0.2609958896191478
2021-04-30,0.260328580968017
2021-05-01,0.25845562566550306
2021-05-02,0.25535200645234724
2021-05-03,0.25103051712489477
2021-05-04,0.24553197110266503
2021-05-05,0.23892221041942033
2021-05-06,0.23129342593038624
2021-05-07,0.22278524577565614
2021-05-08,0.21356428369411248
2021-05-09,0.20380710437795893
2021-05-10,0.19369279829722427
2021-05-11,0.18339886311731338
2021-05-12,0.17311212012219931
2021-05-13,0.16301519166133732
2021-05-14,0.15327374617670933
2021-05-15,0.14403340347536875
2021-05-16,0.13541824371591815
2021-05-17,0.12752894534915243
2021-05-18,0.12044543601681201
2021-05-19,0.11423123281374031
2021-05-20,0.10893724346643782
2021-05-21,0.10460434219309694
2021-05-22,0.1012406007581255
2021-05-23,0.09883255306898434
2021-05-24,0.09737264923675266
2021-05-25,0.0968645682648504
2021-05-26,0.09732624451262385
2021-05-27,0.09876502618202483
2021-05-28,0.10117700224815243
2021-05-29,0.1045743488667554
2021-05-30,0.10898658234823407
2021-05-31,0.11445965424410642
2021-06-01,0.12104658849551961
2021-06-02,0.12879997006860758
2021-06-03,0.13777458947128485
2021-06-04,0.1480210442911446
2021-06-05,0.15957682857409555
2021-06-06,0.17246630384946474
2021-06-07,0.18670105517786725
2021-06-08,0.2022564715254767
2021-06-09,0.21905755074620267
2021-06-10,0.23696579455577738
2021-06-11,0.25578704862609125
2021-06-12,0.2752984233383643
2021-06-13,0.29522571619529386
2021-06-14,0.31524341767415404
2021-06-15,0.3349828340995926
2021-06-16,0.35406068233589466
2021-06-17,0.37213501525464676
2021-06-18,0.38890126552066195
2021-06-19,0.4041014226240712
2021-06-20,0.4175349704910259
2021-06-21,0.42906972271088334
2021-06-22,0.43865837659449786
2021-06-23,0.44632761724489073
2021-06-24,0.452167642266187
2021-06-25,0.4563221507989093
2021-06-26,0.4589727034408133
2021-06-27,0.460307676661182
2021-06-28,0.46052246709701794
2021-06-29,0.45981821673915146
2021-06-30,0.4583968696585543
2021-07-01,0.4564527531881587
2021-07-02,0.4541410704919159
2021-07-03,0.4515886269094359
2021-07-04,0.4489057779437376
2021-07-05,0.4461887064379679
2021-07-06,0.44351982154935243
2021-07-07,0.4409550263195567
2021-07-08,0.4385294635699294
2021-07-09,0.43626649997689193
2021-07-10,0.4341800537369688
2021-07-11,0.4322763050662699
2021-07-12,0.4305536611356636
2021-07-13,0.42900407289896936
2021-07-14,0.4276148820524162
2021-07-15,0.42636967340652976
2021-07-16,0.4252489687629955
2021-07-17,0.4242313271158911
2021-07-18,0.42329383458774494
2021-07-19,0.42241202830809005
2021-07-20,0.42156012469621584
2021-07-21,0.42071115072639664
2021-07-22,0.41983501203987467
2021-07-23,0.41889786499051285
2021-07-24,0.4178641382039837
2021-07-25,0.4166969615881496
2021-07-26,0.4153584629168749
2021-07-27,0.4138092501555401
2021-07-28,0.41200814988830436
2021-07-29,0.40991341521089153
2021-07-30,0.4074832155098117
2021-07-31,0.4046761071410865
2021-08-01,0.40145613911946054
2021-08-02,0.3977983889196327
2021-08-03,0.39368310322173017
2021-08-04,0.38909469475212993
2021-08-05,0.38402154950884926
2021-08-06,0.3784657144068897
2021-08-07,0.37245868808281185
2021-08-08,0.36604447303599696
2021-08-09,0.3592745636663539
2021-08-10,0.35220592871748185
2021-08-11,0.3449044053782302
2021-08-12,0.3374552400643983
2021-08-13,0.3299507887680907
2021-08-14,0.322485534393634
2021-08-15,0.3151541906180851
2021-08-16,0.30804601830857103
2021-08-17,0.3012295559184615
2021-08-18,0.29476312686916606
2021-08-19,0.2886996946623065
2021-08-20,0.2830878407434581
2021-08-21,0.2779675151059625
2021-08-22,0.273346259255233
2021-08-23,0.26921512031219796
2021-08-24,0.2655590883749717
2021-08-25,0.26235869893051245
2021-08-26,0.25958976877533857
2021-08-27,0.25721462635011955
2021-08-28,0.2551868343832581
2021-08-29,0.25345589783385003
2021-08-30,0.2519677587859802
2021-08-31,0.25066617724307194
2021-09-01,0.24950327030572098
2021-09-02,0.24843706289882644
2021-09-03,0.2474259931024056
2021-09-04,0.24642867515358108
2021-09-05,0.245405013209154
2021-09-06,0.24433307865774576
2021-09-07,0.2432080484073274
2021-09-08,0.24203084824742663
2021-09-09,0.24080715842085437
2021-09-10,0.23954703021814283
2021-09-11,0.23826981830646826
2021-09-12,0.23700451673501818
2021-09-13,0.23578474745891842
2021-09-14,0.23464791334264756
2021-09-15,0.23363455778969167
2021-09-16,0.23278426133780716
2021-09-17,0.23213376962259935
2021-09-18,0.23172055584992107
2021-09-19,0.23158320317377754
2021-09-20,0.2317615450661155
2021-09-21,0.2322917257832288
2021-09-22,0.2332023377230034
2021-09-23,0.23452104731320866
2021-09-24,0.23627577085743404
2021-09-25,0.23849516289692088
2021-09-26,0.24120371400784096
2021-09-27,0.24441510312075115
2021-09-28,0.2481400141011096
2021-09-29,0.2523874892283078
2021-09-30,0.2571650320059291
2021-10-01,0.2624742872844971
2021-10-02,0.2683022681404763
2021-10-03,0.27462787835111785
2021-10-04,0.2814228640698977
2021-10-05,0.2886511418847336
2021-10-06,0.2962671578028856
2021-10-07,0.30421247611111235
2021-10-08,0.3124167131452072
2021-10-09,0.3207974684036502
2021-10-10,0.3292598953733725
2021-10-11,0.33769848919657586
2021-10-12,0.3460053447767863
2021-10-13,0.3540668303942844
2021-10-14,0.361762409764622
2021-10-15,0.36896580351148794
2021-10-16,0.3755487908204932
2021-10-17,0.3813963458855391
2021-10-18,0.3864035073628491
2021-10-19,0.3904725715179692
2021-10-20,0.39351440477108807
2021-10-21,0.3954517091334659
2021-10-22,0.3962364834247693
2021-10-23,0.39584610303037027
2021-10-24,0.39427578129151486
2021-10-25,0.3915372836898871
2021-10-26,0.38765839598453683
2021-10-27,0.3826919181530586
2021-10-28,0.376711933765356
2021-10-29,0.36980513079151245
2021-10-30,0.36206766134444307
2021-10-31,0.35360211074114367
2021-11-01,0.3445123396401503
2021-11-02,0.33490122719226056
2021-11-03,0.3248706493539552
2021-11-04,0.31452007543237764
2021-11-05,0.3039451123157585
2021-11-06,0.2932303798712794
2021-11-07,0.28244783658310074
2021-11-08,0.2716624480846045
2021-11-09,0.26093280560991894
2021-11-10,0.2503113969359772
2021-11-11,0.2398422686004044
2021-11-12,0.22956025170828054
2021-11-13,0.21949462758485003
2021-11-14,0.20966997509075772
2021-11-15,0.2001066880920829
2021-11-16,0.19082020831192692
2021-11-17,0.18182049347008167
2021-11-18,0.17311430774459102
2021-11-19,0.16470588326488012
2021-11-20,0.15659724460969635
2021-11-21,0.14877263666819726
2021-11-22,0.14117907965225043
2021-11-23,0.13375806661860065
2021-11-24,0.12645259069185358
2021-11-25,0.11920912400309996
2021-11-26,0.11194118331910846
2021-11-27,0.10445925439987584
2021-11-28,0.09657070332107615
2021-11-29,0.08811220711389821
2021-11-30,0.07896371624558317
