date,New_York,Los_Angeles,Chicago,Houston,Miami,Seattle,Denver,Dallas,Boston,San_Francisco,mean
2020-12-09,0.9,17.2,3.3,13.6,12.1,7.5,3.5,12.9,-1.7,11.5,8.08
2020-12-10,4.1,13.4,4.0,16.2,15.0,4.5,0.6,16.2,1.9,11.1,8.7
2020-12-11,4.7,11.7,4.2,19.1,20.4,5.0,-3.1,16.5,3.1,9.9,9.15
2020-12-12,8.0,12.6,3.1,17.0,23.3,3.4,-6.1,8.2,4.8,12.0,8.629999999999999
2020-12-13,9.5,13.2,-0.8,15.6,23.2,4.6,-3.8,5.4,9.0,11.6,8.75
2020-12-14,3.2,13.3,-3.3,7.1,24.0,6.2,-5.0,4.2,1.6,9.7,6.1
2020-12-15,0.6,11.6,-2.9,9.3,23.0,6.3,-4.5,4.6,-1.1,10.2,5.709999999999999
2020-12-16,-1.9,14.3,-0.9,7.2,22.9,7.5,-2.8,3.7,-4.7,9.7,5.5
2020-12-17,-2.6,13.7,-0.1,5.3,23.0,7.4,-1.3,5.7,-3.8,11.6,5.890000000000001
2020-12-18,-5.0,12.6,-1.3,11.5,16.9,7.4,-3.3,10.2,-6.0,10.0,5.3
2020-12-19,-6.2,14.1,3.1,16.0,20.8,8.1,-3.0,12.2,-8.3,9.3,6.609999999999999
2020-12-20,-0.9,15.0,1.2,13.3,23.6,9.5,1.4,8.6,-3.9,8.9,7.67
2020-12-21,1.0,17.2,2.6,11.7,22.5,7.5,4.2,11.4,-1.5,8.6,8.52
2020-12-22,2.0,14.9,1.9,14.3,19.6,4.2,3.3,13.5,0.1,9.8,8.359999999999998
2020-12-23,1.3,13.4,7.3,18.3,22.7,2.1,-3.7,15.4,-1.5,8.9,8.42
2020-12-24,10.8,12.9,-8.1,7.5,24.1,1.4,0.7,5.4,6.8,8.6,7.01
2020-12-25,8.5,14.8,-9.5,8.8,14.5,5.1,2.2,6.9,12.6,11.1,7.5
2020-12-26,-2.9,13.9,-4.4,11.7,12.3,6.6,2.9,11.8,-0.2,11.5,6.3199999999999985
2020-12-27,-1.4,12.7,0.7,16.2,16.8,5.6,2.8,15.2,-1.3,9.6,7.6899999999999995
2020-12-28,4.5,10.1,-2.0,17.4,20.8,3.6,-2.9,11.1,2.9,9.7,7.5200000000000005
2020-12-29,1.0,9.8,-4.2,18.0,22.3,3.7,-3.3,16.1,-0.5,9.2,7.210000000000001
2020-12-30,0.6,9.4,-0.6,19.7,23.5,6.2,-2.9,11.4,-0.7,9.0,7.5600000000000005
2020-12-31,5.7,10.9,-4.2,16.2,24.2,8.2,-1.4,4.4,4.4,10.8,7.92
2021-01-01,1.0,11.3,-1.3,7.3,24.4,8.0,-1.8,4.7,-0.3,9.8,6.3100000000000005
2021-01-02,5.3,11.2,-0.1,7.1,24.3,8.3,-0.5,6.4,3.8,10.4,7.62
2021-01-03,1.6,10.8,-0.2,11.0,24.3,6.2,1.4,9.5,0.2,10.2,7.5
2021-01-04,2.8,11.6,-2.8,14.8,21.4,7.1,2.7,9.3,0.8,11.6,7.93
2021-01-05,2.5,10.4,-2.0,13.3,17.8,6.2,1.7,9.6,0.0,8.9,6.840000000000001
2021-01-06,1.7,14.9,-0.6,15.9,16.9,7.3,0.7,12.5,0.4,8.7,7.840000000000001
2021-01-07,1.0,13.4,1.2,10.9,19.7,6.2,-0.1,8.1,-0.6,9.5,6.9300000000000015
2021-01-08,-0.2,13.7,0.4,8.3,21.1,7.2,-1.2,6.4,-1.4,9.8,6.410000000000001
2021-01-09,-0.8,12.3,-1.1,6.4,16.6,3.9,-2.4,3.1,-2.0,8.8,4.480000000000001
2021-01-10,0.0,11.9,-2.7,4.7,15.1,6.1,-2.2,2.9,-0.9,9.5,4.4399999999999995
2021-01-11,-1.6,12.4,-3.8,3.7,21.6,6.4,-2.1,3.2,-1.7,9.7,4.779999999999999
2021-01-12,0.3,14.2,-1.0,4.4,21.7,9.5,0.1,3.9,-0.3,10.2,6.3
2021-01-13,0.7,14.5,1.8,7.6,19.7,8.4,5.6,7.2,-0.0,11.9,7.74
2021-01-14,3.1,17.0,1.6,11.5,17.8,5.7,-0.2,10.4,0.6,11.9,7.94
2021-01-15,3.8,20.9,0.3,9.4,20.0,7.7,-1.9,7.5,2.0,11.4,8.110000000000001
2021-01-16,5.4,20.3,-0.1,7.8,18.6,5.2,0.9,6.6,6.5,11.4,8.260000000000002
2021-01-17,3.4,18.8,-1.1,9.6,15.9,7.1,1.4,8.4,3.4,12.6,7.949999999999998
2021-01-18,2.9,17.4,-3.2,12.4,17.8,5.8,-0.0,10.2,2.7,14.1,8.01
2021-01-19,1.4,14.8,-4.2,18.2,18.5,3.9,-1.5,11.7,-0.6,13.9,7.609999999999999
2021-01-20,-0.1,18.8,-5.0,15.3,19.1,4.9,2.2,8.6,-0.7,11.1,7.42
2021-01-21,-0.4,15.0,0.8,18.9,19.0,5.3,1.5,11.4,-3.2,10.4,7.87
2021-01-22,2.5,12.9,-7.6,18.4,19.5,4.7,-0.7,10.3,0.4,10.0,7.040000000000001
2021-01-23,-2.5,9.5,-6.3,16.9,19.8,2.5,-0.8,10.8,-4.0,8.7,5.460000000000001
2021-01-24,-3.1,8.5,-1.4,19.7,21.0,3.1,-2.9,14.4,-5.8,8.6,6.210000000000001
2021-01-25,-1.3,8.7,-0.7,21.4,22.7,3.6,-2.9,16.7,-3.2,8.1,7.31
2021-01-26,0.0,7.6,-1.4,18.5,23.4,2.6,-4.7,8.7,-1.7,7.1,6.009999999999999
2021-01-27,1.1,9.4,-4.6,14.9,24.1,3.8,-3.6,6.4,0.3,10.2,6.2
2021-01-28,-2.9,10.8,-10.6,8.6,20.5,4.2,0.6,3.6,-2.4,10.0,4.24
2021-01-29,-6.8,10.1,-7.7,10.2,18.1,4.6,2.5,8.6,-11.2,8.8,3.72
2021-01-30,-5.1,8.9,-1.8,18.5,19.8,5.4,3.0,16.0,-11.1,9.1,6.269999999999999
2021-01-31,-5.3,12.2,-1.0,15.1,22.9,6.7,1.1,9.3,-10.6,10.9,6.13
2021-02-01,-1.5,14.7,-1.9,10.1,20.1,6.9,2.1,7.3,-0.8,11.3,6.83
2021-02-02,-0.1,15.1,-3.6,9.8,13.9,5.5,4.7,8.5,0.8,11.8,6.640000000000001
2021-02-03,-0.6,13.0,-6.7,13.5,14.0,5.5,5.7,12.9,-0.7,9.4,6.6
2021-02-04,-1.0,12.3,-1.4,19.5,15.2,6.0,-0.1,14.7,-1.1,9.5,7.359999999999999
2021-02-05,1.6,12.5,-11.0,10.6,21.1,8.4,-0.5,8.6,-2.2,10.2,5.93
2021-02-06,-0.5,14.3,-14.3,13.1,23.7,7.1,2.2,8.9,0.1,10.8,6.540000000000001
2021-02-07,-1.8,13.3,-18.7,9.8,24.4,5.7,3.2,6.8,-0.7,10.3,5.2299999999999995
2021-02-08,-7.3,11.4,-15.1,15.5,22.8,3.3,-6.8,11.3,-7.2,9.4,3.7300000000000004
2021-02-09,-3.9,11.0,-13.4,17.3,23.8,2.8,-7.0,4.3,-6.1,10.5,3.929999999999999
2021-02-10,-3.9,11.6,-11.6,16.6,23.7,1.6,-5.9,1.4,-8.1,10.6,3.6
2021-02-11,-3.0,12.5,-8.5,7.7,23.8,1.2,-8.2,-0.6,-7.3,10.8,2.8400000000000003
2021-02-12,-6.1,14.1,-9.6,3.8,24.4,-0.9,-12.4,-2.9,-9.1,11.0,1.23
2021-02-13,-4.6,12.7,-13.5,3.5,24.3,-2.2,-14.7,-3.8,-6.5,11.6,0.6799999999999999
2021-02-14,-0.7,14.9,-18.1,1.8,25.2,-0.2,-17.3,-7.8,-1.6,10.4,0.6599999999999998
2021-02-15,-0.8,13.3,-11.9,-6.3,25.1,3.1,-13.8,-12.9,-1.4,12.1,0.6500000000000001
2021-02-16,4.6,15.2,-9.3,-5.1,23.9,4.9,-3.5,-12.5,3.4,10.5,3.2099999999999995
2021-02-17,-4.3,14.1,-11.5,1.3,24.4,4.1,-4.6,-4.8,-4.0,11.0,2.57
2021-02-18,-3.7,13.0,-7.5,0.3,25.0,3.6,-5.4,-5.2,-3.6,11.1,2.7600000000000002
2021-02-19,-1.6,13.7,-10.9,1.3,24.8,5.8,-5.6,-5.0,-1.0,11.6,3.31
