date,New_York,Los_Angeles,Chicago,Houston,Miami,Seattle,Denver,Dallas,Boston,San_Francisco,mean
2020-03-22,2.5,13.7,-0.6,20.0,24.8,6.6,-3.1,14.7,-1.7,12.6,8.95
2020-03-23,2.9,13.5,1.1,23.1,24.8,6.6,-1.6,17.6,1.2,11.2,10.040000000000001
2020-03-24,6.5,12.6,1.3,24.3,24.9,5.7,3.7,22.0,5.0,10.9,11.690000000000001
2020-03-25,5.2,12.7,6.1,22.8,25.1,5.3,6.7,20.7,4.0,9.6,11.82
2020-03-26,6.7,10.3,5.5,23.7,24.7,6.0,5.6,23.8,4.5,9.5,12.03
2020-03-27,11.9,10.3,4.8,24.7,24.7,6.8,3.4,23.9,9.6,10.3,13.040000000000001
2020-03-28,7.8,12.1,9.4,22.8,24.9,8.3,2.9,20.7,5.9,11.3,12.610000000000001
2020-03-29,8.6,12.8,9.3,19.1,25.9,8.8,3.2,16.0,5.6,11.7,12.099999999999998
2020-03-30,7.6,13.6,5.3,22.2,25.8,7.2,4.5,15.2,4.9,12.1,11.84
2020-03-31,5.9,17.1,2.5,21.2,26.2,5.6,7.1,14.2,2.4,12.4,11.46
2020-04-01,7.0,16.2,3.5,16.9,25.4,5.3,9.7,15.5,2.9,11.3,11.370000000000001
2020-04-02,8.4,16.4,3.9,20.4,23.2,5.2,-0.3,18.0,4.7,10.8,11.07
2020-04-03,8.3,15.4,9.2,21.4,23.8,5.0,-0.7,14.2,6.2,10.3,11.31
2020-04-04,9.5,15.1,5.2,16.8,24.5,5.3,3.3,8.3,5.2,11.2,10.44
2020-04-05,10.2,14.4,2.8,18.7,25.2,7.5,8.6,12.8,7.8,11.0,11.899999999999999
2020-04-06,11.8,13.2,7.1,20.5,24.2,8.2,10.7,18.2,9.4,9.4,13.270000000000001
2020-04-07,11.6,12.3,16.4,24.5,25.0,7.5,10.8,23.4,10.0,10.2,15.169999999999998
2020-04-08,12.8,11.5,8.6,25.2,26.3,7.8,10.5,25.9,6.9,11.2,14.669999999999998
2020-04-09,9.8,10.5,5.4,24.6,26.9,9.1,7.9,20.8,7.0,12.8,13.48
2020-04-10,6.3,11.5,3.4,20.9,28.3,10.0,11.3,17.2,5.8,12.5,12.719999999999999
2020-04-11,6.7,13.0,9.3,20.7,25.3,9.2,12.0,16.9,5.9,11.5,13.05
2020-04-12,9.9,13.6,12.0,24.9,26.8,7.8,-1.7,20.3,8.0,11.8,13.34
2020-04-13,14.9,14.1,4.6,15.9,27.4,8.3,-6.5,8.5,13.3,12.5,11.3
2020-04-14,10.0,14.9,0.7,14.5,27.5,9.4,-5.0,8.8,10.1,13.7,10.459999999999999
2020-04-15,7.3,16.3,-0.1,14.2,27.7,11.0,0.1,10.0,6.5,12.7,10.57
2020-04-16,6.1,15.5,1.8,16.5,26.2,10.9,-2.5,15.0,4.0,12.7,10.620000000000001
2020-04-17,5.0,14.4,1.3,21.5,26.3,10.8,-4.4,15.2,4.9,12.6,10.76
2020-04-18,6.2,14.9,6.2,19.6,26.3,10.7,-2.0,12.7,2.9,12.9,11.040000000000003
2020-04-19,9.0,14.1,7.4,22.8,26.5,11.2,3.1,20.5,8.3,12.6,13.55
2020-04-20,9.1,14.6,8.3,21.6,29.2,11.1,6.7,17.9,6.8,12.4,13.77
2020-04-21,8.8,16.5,5.2,21.8,27.1,10.4,7.6,21.5,5.7,12.8,13.74
2020-04-22,5.0,19.2,7.4,24.0,25.5,10.4,10.3,22.5,3.5,14.1,14.190000000000001
2020-04-23,5.6,23.4,8.0,24.4,27.8,11.3,10.9,20.6,5.8,15.7,15.35
2020-04-24,7.2,25.1,5.2,23.3,28.0,10.8,8.6,22.8,5.2,16.4,15.26
2020-04-25,9.5,24.4,5.5,21.7,27.0,12.3,9.4,19.1,7.6,15.3,15.180000000000001
2020-04-26,7.8,22.6,6.8,21.0,26.7,11.2,12.5,19.9,5.8,14.1,14.84
2020-04-27,6.2,20.9,10.5,21.8,24.4,11.7,14.2,22.8,3.8,14.8,15.110000000000003
2020-04-28,9.5,21.1,14.6,22.2,24.4,10.6,14.1,24.5,5.5,15.1,16.16
2020-04-29,8.9,19.1,10.9,21.9,26.3,12.4,12.6,20.4,6.8,13.4,15.270000000000001
2020-04-30,12.9,18.7,6.3,20.0,25.9,11.6,16.6,19.0,8.1,14.1,15.319999999999999
2020-05-01,14.0,19.8,8.9,20.9,22.4,10.9,18.1,23.2,13.0,13.3,16.45
2020-05-02,15.3,19.1,16.9,23.3,23.6,10.8,14.5,24.7,13.0,14.0,17.520000000000003
2020-05-03,17.8,18.5,14.7,23.9,24.7,9.6,14.1,26.4,16.7,13.7,18.009999999999998
2020-05-04,14.8,19.4,4.8,25.0,25.5,9.7,14.2,27.1,14.3,13.8,16.860000000000003
2020-05-05,10.6,24.1,6.0,25.7,25.6,12.8,11.9,22.9,9.0,14.1,16.27
2020-05-06,8.8,25.2,7.9,22.9,26.8,11.3,12.9,20.7,6.9,15.9,15.930000000000001
2020-05-07,11.8,25.5,9.5,21.9,24.9,10.8,13.5,22.6,10.7,15.5,16.669999999999998
2020-05-08,8.4,22.3,3.4,24.4,24.5,14.5,9.4,20.9,9.2,15.0,15.2
2020-05-09,4.7,19.8,6.0,19.1,25.5,18.6,10.6,17.4,4.4,13.3,13.940000000000001
2020-05-10,9.6,18.0,6.6,19.8,24.1,19.5,10.0,18.3,7.4,13.5,14.679999999999998
2020-05-11,10.2,17.8,4.8,21.0,23.8,16.3,6.2,20.5,9.5,14.8,14.49
2020-05-12,9.4,17.1,7.4,23.3,25.2,13.1,11.5,21.6,8.2,14.3,15.11
2020-05-13,9.4,18.1,11.2,24.4,25.3,13.3,16.8,23.0,8.2,14.3,16.4
2020-05-14,11.9,19.0,15.5,24.1,25.0,12.5,14.1,24.9,12.4,14.6,17.4
2020-05-15,20.6,19.9,15.5,24.2,23.7,13.8,12.8,24.7,17.6,14.6,18.74
2020-05-16,19.0,21.1,9.6,23.4,25.0,13.5,13.6,19.6,15.2,14.8,17.479999999999997
2020-05-17,13.3,20.4,14.7,22.5,25.8,14.0,14.6,22.3,13.2,16.3,17.71
2020-05-18,14.9,18.2,13.2,24.6,24.7,13.6,18.1,23.6,12.3,14.5,17.770000000000003
2020-05-19,14.1,16.9,11.4,26.2,25.5,13.6,20.6,25.9,10.5,14.0,17.869999999999997
2020-05-20,12.2,17.6,11.9,26.5,26.2,12.6,21.8,23.3,11.0,14.1,17.720000000000002
2020-05-21,11.6,20.7,12.2,25.9,26.7,10.3,15.7,23.3,14.4,14.9,17.57
2020-05-22,16.5,19.4,12.8,26.1,26.4,11.6,17.8,24.3,20.2,14.8,18.990000000000002
2020-05-23,16.1,18.7,16.8,26.6,26.1,12.1,17.8,25.4,14.5,15.2,18.93
2020-05-24,13.9,19.0,21.4,24.2,24.5,13.6,11.6,24.0,10.4,15.8,17.84
2020-05-25,15.4,20.6,22.9,25.2,24.9,13.3,10.2,20.2,12.7,16.5,18.189999999999998
2020-05-26,16.8,21.2,22.8,22.9,25.3,13.4,14.7,19.7,18.8,16.9,19.25
2020-05-27,17.5,20.5,21.8,22.2,26.5,13.8,18.3,21.5,22.0,17.7,20.18
2020-05-28,19.0,18.8,20.2,22.5,26.8,16.2,17.3,23.6,22.2,14.7,20.13
2020-05-29,22.3,18.2,17.6,24.6,27.0,16.4,19.5,23.8,23.3,15.5,20.82
2020-05-30,22.3,18.6,14.1,24.8,27.3,12.6,20.5,23.8,23.3,16.9,20.42
2020-05-31,16.1,19.3,11.8,24.2,27.3,12.0,21.1,24.4,16.3,14.2,18.67
2020-06-01,14.9,22.1,15.9,24.2,27.4,13.4,23.3,24.4,12.8,14.3,19.270000000000003
2020-06-02,17.6,22.4,24.1,25.8,26.6,12.5,23.4,25.3,14.5,17.3,20.950000000000003
2020-06-03,21.5,24.2,22.5,25.7,25.9,13.1,21.8,27.8,19.8,17.2,21.950000000000003
2020-06-04,22.9,20.8,22.5,26.0,26.0,14.2,21.7,29.2,24.3,16.6,22.419999999999998
2020-06-05,21.7,19.0,23.8,26.4,27.5,13.3,23.4,30.0,22.6,14.7,22.240000000000002
2020-06-06,24.2,19.3,16.9,27.9,28.2,12.7,22.4,29.6,23.5,14.3,21.9
2020-06-07,19.8,20.2,16.8,28.5,28.4,12.5,22.1,29.2,17.5,14.4,20.939999999999998
2020-06-08,19.3,24.1,22.6,27.9,27.8,12.9,18.2,30.0,19.4,16.2,21.839999999999996
2020-06-09,23.2,26.4,23.9,29.3,28.3,13.3,12.0,31.6,19.4,17.2,22.46
2020-06-10,23.0,27.9,22.6,27.4,27.9,15.7,15.9,25.1,17.8,17.3,22.060000000000002
2020-06-11,24.0,24.6,19.8,25.5,26.8,15.6,18.3,25.8,21.8,15.8,21.800000000000004
2020-06-12,23.6,19.9,16.4,25.8,26.9,13.8,21.1,26.3,22.9,14.6,21.130000000000003
2020-06-13,18.7,19.6,13.6,26.2,27.1,12.9,21.3,27.7,17.3,14.6,19.9
2020-06-14,16.8,20.3,14.8,26.1,25.7,13.1,24.2,27.7,15.6,16.0,20.029999999999998
2020-06-15,18.0,21.0,16.1,27.3,25.6,13.1,22.8,28.3,15.6,16.2,20.4
2020-06-16,18.6,19.8,19.3,27.2,26.2,13.1,25.4,28.6,17.3,16.6,21.21
2020-06-17,19.0,20.3,21.6,27.1,26.0,14.4,24.0,29.4,19.1,18.3,21.92
2020-06-18,20.0,19.6,22.7,27.0,26.6,15.8,17.6,29.1,23.6,16.3,21.830000000000002
2020-06-19,21.4,19.3,25.1,26.9,26.0,17.5,15.6,28.9,25.4,14.7,22.080000000000002
2020-06-20,22.9,18.6,26.0,26.3,26.7,18.1,19.4,27.2,26.9,14.4,22.65
2020-06-21,23.6,19.1,22.2,26.0,26.8,15.9,20.8,25.4,26.9,16.3,22.300000000000004
2020-06-22,25.4,19.9,22.3,25.3,27.6,16.6,19.9,27.9,21.1,15.3,22.130000000000003
2020-06-23,24.3,20.2,19.6,25.4,27.1,18.1,20.8,24.4,25.3,14.9,22.01
2020-06-24,25.5,20.0,19.1,24.7,27.7,18.4,22.7,26.0,25.9,15.0,22.5
2020-06-25,23.5,20.0,20.1,25.4,29.0,18.0,23.9,26.6,24.8,15.2,22.65
2020-06-26,24.2,20.4,22.8,26.8,29.1,18.0,20.5,26.8,24.5,14.9,22.8
2020-06-27,23.3,20.0,24.2,27.2,29.0,14.5,22.9,27.5,23.2,14.6,22.639999999999997
2020-06-28,24.2,19.9,22.2,27.6,29.2,14.6,24.1,27.3,22.7,15.0,22.68
2020-06-29,24.1,19.7,24.1,28.1,29.4,16.3,25.0,28.8,20.2,15.1,23.080000000000002
2020-06-30,22.2,19.7,23.8,28.6,29.3,15.1,21.7,29.4,19.7,15.5,22.5
2020-07-01,22.7,19.8,23.2,28.9,29.0,14.5,22.3,29.8,20.1,15.4,22.57
2020-07-02,25.5,20.5,23.1,29.4,29.4,15.2,24.5,28.9,23.9,15.1,23.55
2020-07-03,26.2,22.0,23.8,28.4,29.4,15.2,24.8,29.6,20.9,14.2,23.45
2020-07-04,23.7,23.0,23.1,28.6,29.5,15.2,23.8,29.5,20.5,17.1,23.4
2020-07-05,26.1,24.4,25.0,29.2,28.8,16.5,23.9,29.2,22.8,18.5,24.44
2020-07-06,26.1,24.7,27.5,28.8,27.6,16.6,25.5,27.6,20.3,16.6,24.13
2020-07-07,24.1,23.5,27.8,29.0,28.5,15.4,28.2,26.8,20.8,16.5,24.060000000000002
2020-07-08,25.1,22.5,26.7,29.7,29.0,16.8,26.8,28.0,24.3,16.5,24.540000000000003
2020-07-09,25.4,22.3,28.2,29.9,29.6,16.4,24.8,30.1,26.3,17.1,25.01
2020-07-10,23.3,22.9,24.1,30.1,29.1,17.1,26.8,29.8,23.5,16.5,24.32
2020-07-11,25.0,25.2,24.4,30.6,27.4,15.9,26.6,30.9,26.0,16.8,24.880000000000003
2020-07-12,25.8,25.8,21.1,30.2,28.1,16.2,27.9,31.3,27.1,17.1,25.06
2020-07-13,25.8,24.5,21.1,30.7,28.1,16.3,27.0,32.7,24.6,15.4,24.620000000000005
2020-07-14,24.5,22.1,23.5,30.0,27.8,17.6,22.9,32.3,21.4,15.7,23.779999999999998
2020-07-15,23.0,20.8,24.5,30.5,27.7,19.2,21.6,31.2,19.1,15.4,23.299999999999997
2020-07-16,22.0,20.5,22.3,29.6,28.2,19.5,25.2,31.3,18.2,15.2,23.2
2020-07-17,24.2,20.9,24.2,26.6,26.8,17.2,26.2,30.8,19.7,15.7,23.229999999999997
2020-07-18,26.3,21.8,26.7,27.1,27.0,18.5,27.9,29.9,25.6,15.6,24.64
2020-07-19,27.6,21.4,25.9,27.3,27.8,19.5,25.1,30.1,28.0,15.5,24.82
2020-07-20,29.7,21.5,23.1,26.0,27.2,20.7,25.5,29.8,29.1,15.0,24.76
2020-07-21,26.9,21.1,23.6,25.1,26.9,21.0,23.6,27.7,27.4,14.4,23.77
2020-07-22,27.3,19.7,24.2,26.0,26.6,18.6,24.8,27.4,23.5,15.0,23.310000000000002
2020-07-23,26.0,19.2,21.6,28.0,26.2,17.4,26.3,28.8,25.6,14.6,23.37
2020-07-24,24.0,19.8,22.0,27.2,27.6,17.0,24.4,30.2,23.8,14.4,23.04
2020-07-25,25.7,20.6,24.8,25.8,27.2,17.3,23.0,29.3,25.8,15.3,23.480000000000004
2020-07-26,28.1,21.5,27.3,25.8,27.2,19.4,22.0,28.1,28.2,15.2,24.279999999999998
2020-07-27,29.1,20.9,24.7,26.0,27.6,22.2,22.8,28.2,30.5,14.9,24.69
2020-07-28,28.9,20.3,24.0,26.4,28.2,20.6,22.0,27.3,29.7,14.2,24.16
2020-07-29,27.1,20.6,24.1,27.0,28.4,19.7,24.4,28.9,27.5,13.6,24.130000000000003
2020-07-30,27.9,22.2,22.2,28.4,28.6,21.0,20.6,30.4,26.2,13.9,24.139999999999997
2020-07-31,24.3,24.5,21.6,27.8,28.7,21.9,22.1,28.8,24.4,14.5,23.860000000000003
2020-08-01,25.3,24.8,21.7,26.2,27.7,18.3,22.9,27.4,24.8,16.3,23.540000000000003
2020-08-02,26.5,23.8,21.9,26.7,27.1,19.9,22.6,28.7,26.5,16.0,23.97
2020-08-03,26.9,22.8,18.7,28.0,27.9,19.9,22.5,28.3,29.7,17.8,24.250000000000004
2020-08-04,24.5,21.6,17.7,27.8,28.0,20.2,23.8,28.5,25.4,15.8,23.330000000000002
2020-08-05,25.6,21.0,18.4,28.5,27.8,19.8,23.0,28.3,27.1,15.4,23.490000000000002
2020-08-06,22.3,21.1,20.2,27.7,28.5,16.5,24.2,30.3,24.6,15.7,23.11
2020-08-07,23.7,21.1,21.2,28.0,28.6,17.3,26.1,31.5,22.3,15.9,23.57
2020-08-08,23.4,21.3,24.6,27.8,27.6,16.4,25.9,31.6,23.7,15.7,23.8
2020-08-09,25.0,21.1,26.4,28.0,28.5,17.2,26.6,31.7,26.2,16.0,24.669999999999995
2020-08-10,26.8,20.6,24.1,29.1,28.8,18.2,23.8,31.9,28.5,16.0,24.78
2020-08-11,26.6,21.0,21.8,28.4,28.8,17.6,25.1,32.2,28.0,15.9,24.54
2020-08-12,26.8,22.2,21.3,29.6,28.2,16.1,25.0,32.9,29.1,15.7,24.689999999999998
2020-08-13,24.4,24.7,22.6,30.2,29.4,16.8,25.9,33.6,26.0,16.1,24.97
2020-08-14,25.5,27.2,23.3,30.3,29.9,17.7,25.8,34.0,23.9,20.4,25.8
2020-08-15,23.7,28.7,23.5,30.8,29.3,19.9,25.2,33.4,20.7,19.6,25.479999999999997
2020-08-16,20.1,26.9,22.0,30.7,29.3,23.8,26.0,31.4,19.4,20.3,24.990000000000002
2020-08-17,21.0,27.0,22.7,29.7,29.6,24.0,26.3,29.3,20.0,19.5,24.910000000000004
2020-08-18,23.3,28.3,21.1,29.2,28.9,19.8,27.2,29.9,23.0,20.0,25.07
2020-08-19,21.2,28.1,20.5,29.3,27.2,20.0,26.2,27.5,20.9,20.2,24.11
2020-08-20,21.0,27.1,22.4,28.2,27.6,20.3,25.2,27.6,20.7,18.3,23.84
2020-08-21,23.5,27.1,23.3,27.3,29.3,19.2,26.8,28.0,24.2,18.7,24.74
2020-08-22,25.2,28.1,24.4,27.7,29.3,17.1,27.2,29.4,23.3,16.5,24.82
2020-08-23,24.4,26.7,24.8,28.3,29.2,16.6,26.8,29.6,23.6,16.3,24.63
2020-08-24,26.0,25.3,27.7,28.9,29.8,16.8,27.2,30.2,25.4,16.8,25.410000000000004
2020-08-25,26.4,25.7,23.9,29.4,29.1,17.1,27.6,29.3,26.0,16.8,25.130000000000003
2020-08-26,22.3,25.4,27.5,28.3,28.4,17.3,25.7,28.1,19.7,14.8,23.75
2020-08-27,25.2,25.3,27.0,29.9,29.0,17.5,25.9,28.2,17.5,14.8,24.03
2020-08-28,24.6,23.5,26.3,29.6,29.4,17.4,21.8,31.3,20.5,15.0,23.940000000000005
2020-08-29,23.8,20.9,23.3,29.2,28.6,16.5,20.1,33.1,21.5,15.2,23.22
2020-08-30,21.4,20.2,20.7,28.6,28.2,16.5,22.9,30.5,19.8,15.2,22.400000000000002
2020-08-31,20.0,19.9,23.4,29.9,27.8,16.0,18.9,31.3,17.9,15.0,22.01
2020-09-01,22.0,19.9,21.1,31.0,29.1,18.5,19.7,29.6,19.0,15.4,22.529999999999998
2020-09-02,23.0,20.6,23.1,31.5,29.3,18.5,21.9,25.3,19.4,15.8,22.840000000000003
2020-09-03,24.9,22.1,22.7,28.8,29.4,18.5,22.3,24.3,22.3,15.1,23.040000000000003
2020-09-04,23.9,23.5,19.0,26.9,29.9,19.4,23.1,25.4,23.3,16.2,23.060000000000002
2020-09-05,20.9,31.2,21.1,27.0,29.6,17.4,25.5,26.3,19.6,18.0,23.66
2020-09-06,21.5,35.1,20.2,27.0,27.3,17.6,27.4,26.7,20.2,21.7,24.469999999999995
2020-09-07,21.1,26.9,20.0,27.2,27.0,19.2,23.4,28.5,21.5,19.7,23.45
2020-09-08,21.8,23.2,17.3,26.0,26.7,18.9,3.7,26.8,21.9,18.8,20.51
2020-09-09,22.6,24.2,17.0,27.6,27.0,19.6,1.0,25.1,22.2,16.6,20.29
2020-09-10,24.1,24.8,16.5,26.6,27.1,20.5,4.7,18.1,22.7,16.1,20.119999999999997
2020-09-11,21.6,25.2,17.7,25.4,26.1,19.1,9.5,21.2,17.5,16.5,19.979999999999997
2020-09-12,18.1,25.0,18.9,27.2,25.7,17.0,15.7,24.2,15.7,15.3,20.279999999999998
2020-09-13,20.3,22.6,18.2,26.9,27.4,16.2,17.1,25.6,18.3,14.3,20.69
2020-09-14,20.6,22.8,18.2,27.3,28.1,17.7,18.2,24.9,19.5,14.9,21.22
2020-09-15,15.1,23.9,18.9,28.4,28.1,19.8,20.4,25.6,13.9,16.6,21.07
2020-09-16,17.2,26.4,20.2,27.9,28.3,18.8,18.5,25.5,17.1,17.6,21.749999999999996
2020-09-17,19.3,25.5,17.2,26.9,28.4,18.4,19.7,25.5,20.0,17.2,21.81
2020-09-18,17.0,26.3,13.1,26.3,28.2,16.9,19.4,24.4,15.1,17.4,20.410000000000004
2020-09-19,12.9,24.6,12.1,25.3,27.8,16.9,21.3,22.2,11.8,17.3,19.220000000000002
2020-09-20,12.7,21.2,14.9,21.9,27.6,16.8,20.1,21.7,11.0,17.9,18.58
2020-09-21,12.9,20.6,16.5,22.3,26.1,16.0,20.1,20.8,11.1,17.1,18.35
2020-09-22,15.1,20.7,17.9,23.8,27.0,17.4,20.5,20.6,13.5,16.8,19.330000000000002
2020-09-23,18.6,21.3,18.9,23.5,27.1,15.9,20.9,20.7,18.5,17.5,20.29
2020-09-24,18.5,22.9,19.3,22.0,26.4,14.9,21.4,20.9,20.3,17.9,20.450000000000003
2020-09-25,18.6,21.7,20.2,22.7,26.6,14.2,21.1,20.9,17.4,17.6,20.1
2020-09-26,19.0,21.2,21.8,24.2,27.0,13.4,22.7,23.4,19.1,19.5,21.130000000000003
2020-09-27,21.1,21.3,20.5,26.5,26.8,14.0,12.0,26.5,21.1,20.5,21.029999999999998
2020-09-28,21.3,21.6,13.5,23.6,26.9,14.3,10.4,19.9,22.4,23.0,19.69
2020-09-29,20.8,24.6,11.7,19.9,27.8,15.0,16.1,18.6,21.4,15.5,19.14
2020-09-30,18.7,29.2,13.2,20.3,26.9,15.7,16.8,22.5,20.6,17.1,20.099999999999998
2020-10-01,17.9,29.5,10.3,21.4,26.0,14.7,13.3,21.2,19.0,20.5,19.38
2020-10-02,14.9,28.0,9.1,20.8,25.2,14.5,15.5,18.5,14.8,18.0,17.93
2020-10-03,13.7,25.8,9.4,20.3,26.1,15.1,13.1,21.0,13.6,18.0,17.61
2020-10-04,14.2,26.0,8.4,21.8,28.3,14.6,16.2,20.4,13.0,16.8,17.970000000000002
2020-10-05,15.2,25.4,9.2,22.4,28.2,14.9,17.4,18.8,13.7,14.9,18.009999999999998
2020-10-06,16.2,23.2,14.7,22.3,28.1,13.9,17.4,22.4,14.7,13.5,18.64
2020-10-07,18.0,21.0,17.4,23.1,28.4,13.9,18.1,23.9,16.6,14.3,19.470000000000002
2020-10-08,14.1,19.9,13.0,24.3,28.0,15.6,17.3,23.8,12.7,15.2,18.389999999999997
2020-10-09,14.4,19.6,18.2,23.2,27.6,15.7,19.0,24.0,10.6,16.0,18.83
2020-10-10,18.4,20.2,17.7,24.8,27.7,13.4,17.2,23.8,18.7,16.8,19.87
2020-10-11,17.2,20.1,16.1,26.0,27.7,11.8,14.4,27.7,13.9,17.0,19.19
2020-10-12,12.4,24.4,15.2,26.5,26.6,12.7,12.5,24.3,11.7,18.1,18.44
2020-10-13,13.9,26.2,12.9,24.4,26.1,13.0,14.6,19.9,13.2,18.1,18.229999999999997
2020-10-14,14.3,26.7,14.4,24.0,26.2,11.9,16.4,23.8,13.6,19.5,19.080000000000002
2020-10-15,16.5,25.5,10.7,25.7,26.2,11.1,8.0,22.5,15.1,23.5,18.479999999999997
2020-10-16,13.6,24.4,6.8,17.6,25.6,13.5,9.1,17.4,15.8,24.7,16.85
2020-10-17,10.9,24.3,9.8,21.4,26.5,12.3,14.9,18.9,9.4,21.7,17.009999999999998
2020-10-18,12.2,21.6,8.7,25.1,26.4,13.2,6.3,26.0,8.9,16.7,16.509999999999998
2020-10-19,14.4,20.3,6.3,24.8,25.8,12.2,10.5,18.2,10.8,14.6,15.790000000000001
2020-10-20,16.5,19.8,8.4,24.6,25.7,11.5,12.4,23.8,14.3,15.4,17.240000000000002
2020-10-21,16.9,18.9,10.0,24.2,24.8,9.0,11.2,24.6,16.9,16.4,17.29
2020-10-22,18.2,19.6,16.4,23.9,26.2,7.6,4.1,24.9,16.1,15.2,17.219999999999995
2020-10-23,17.5,18.8,12.5,23.1,27.0,7.4,-2.5,17.5,14.4,14.5,15.020000000000001
2020-10-24,16.2,19.2,4.5,17.2,26.3,7.4,3.5,12.2,14.5,15.1,13.61
2020-10-25,9.2,18.1,6.9,20.3,25.2,5.2,-7.0,15.2,7.7,15.3,11.610000000000001
2020-10-26,13.8,17.2,3.3,22.8,27.0,5.6,-13.9,10.4,11.1,16.8,11.409999999999998
2020-10-27,13.9,16.6,2.2,20.5,27.4,8.3,-11.7,5.7,10.6,16.8,11.029999999999998
2020-10-28,13.1,17.4,4.2,13.4,27.3,10.4,-3.2,7.1,8.1,16.5,11.43
2020-10-29,10.6,19.9,5.9,11.9,27.3,11.6,1.5,9.4,7.5,16.1,12.169999999999998
2020-10-30,5.2,20.4,1.9,13.3,26.2,11.0,5.2,10.5,0.5,13.6,10.78
2020-10-31,4.3,21.5,6.2,14.6,26.0,8.4,6.3,12.9,-1.0,15.2,11.440000000000001
2020-11-01,9.3,22.4,3.6,17.3,26.3,8.7,6.4,14.5,7.0,17.4,13.290000000000001
2020-11-02,4.8,20.2,2.5,14.9,24.4,9.3,9.0,12.5,3.3,16.5,11.739999999999998
2020-11-03,7.9,18.4,9.7,14.5,23.8,10.5,11.1,15.6,3.2,13.8,12.85
2020-11-04,9.7,20.7,14.3,17.4,25.3,14.6,12.9,17.2,5.8,15.4,15.330000000000002
2020-11-05,12.2,23.1,15.1,19.9,25.2,11.7,12.3,19.8,14.1,15.3,16.87
2020-11-06,13.8,20.3,14.6,18.5,25.9,8.5,13.0,19.6,15.4,13.7,16.33
2020-11-07,14.2,13.2,14.9,19.6,25.1,6.2,15.2,18.2,15.7,12.0,15.430000000000001
2020-11-08,13.5,11.7,17.2,21.1,24.8,6.0,10.6,19.2,12.8,11.8,14.870000000000001
2020-11-09,13.4,10.7,19.0,23.5,26.0,3.9,1.9,21.1,12.5,10.5,14.25
2020-11-10,15.7,12.1,18.6,23.9,26.5,5.7,1.2,19.4,15.2,11.2,14.949999999999998
2020-11-11,18.0,13.4,4.0,22.9,26.3,5.2,-0.2,14.3,18.4,12.5,13.479999999999999
2020-11-12,12.8,14.4,5.0,21.2,25.5,5.9,-0.6,18.4,13.9,11.5,12.800000000000002
2020-11-13,8.8,13.1,2.6,21.5,25.1,7.9,3.4,18.3,8.4,12.1,12.120000000000001
2020-11-14,7.3,13.7,3.4,23.8,25.5,6.5,3.7,23.2,5.6,11.5,12.42
2020-11-15,10.0,19.5,6.7,20.5,26.1,8.6,3.4,15.5,5.3,12.3,12.790000000000001
2020-11-16,8.5,19.9,2.9,14.5,25.5,7.8,6.8,12.5,8.5,14.3,12.12
2020-11-17,5.0,19.0,1.1,14.7,24.1,10.5,7.5,14.1,4.8,14.1,11.489999999999998
2020-11-18,0.5,14.8,3.5,15.3,23.7,8.0,10.1,15.9,-1.5,13.9,10.42
2020-11-19,2.8,15.0,12.3,19.1,23.4,7.1,8.8,18.0,0.6,11.9,11.899999999999999
2020-11-20,9.4,16.9,11.5,21.3,23.6,7.6,6.0,19.7,10.0,11.2,13.719999999999999
2020-11-21,10.8,17.9,4.6,20.7,24.5,7.8,3.1,20.0,10.3,10.9,13.059999999999999
2020-11-22,8.4,17.6,5.0,20.6,24.0,5.6,1.0,15.3,5.5,10.8,11.379999999999999
2020-11-23,9.8,13.2,3.9,17.7,22.9,6.2,4.9,12.4,8.7,11.7,11.140000000000002
2020-11-24,5.3,14.3,3.3,21.8,23.7,7.6,1.1,17.0,2.2,11.1,10.739999999999998
2020-11-25,8.1,13.9,6.6,19.5,24.6,6.3,0.1,12.7,4.1,11.9,10.78
2020-11-26,12.9,14.0,5.5,18.0,24.5,7.2,-0.0,13.9,11.2,11.9,11.910000000000002
2020-11-27,10.4,13.0,3.5,21.5,23.9,8.1,-1.8,15.3,9.8,11.6,11.529999999999998
2020-11-28,8.3,13.8,2.6,18.1,23.4,7.3,0.5,13.2,7.5,10.2,10.49
2020-11-29,5.9,15.3,4.9,14.8,23.3,5.2,-0.9,9.9,5.2,10.1,9.370000000000001
2020-11-30,12.6,17.6,-0.2,8.5,24.0,7.2,0.2,5.2,9.5,11.2,9.580000000000002
2020-12-01,8.8,17.1,-2.2,8.7,16.1,4.9,0.5,7.0,13.3,11.3,8.55
2020-12-02,3.8,17.6,-0.1,16.9,16.1,5.4,-3.7,10.2,4.2,11.3,8.17
2020-12-03,4.7,15.3,1.1,9.8,20.9,5.4,-1.8,5.7,4.3,11.5,7.69
2020-12-04,7.1,12.8,2.3,8.8,22.7,6.0,1.9,6.5,8.3,11.5,8.79
2020-12-05,5.7,14.7,1.8,8.6,22.6,6.7,0.6,7.6,4.4,10.4,8.31
2020-12-06,2.2,15.8,1.2,11.4,23.1,8.2,2.8,10.1,0.4,11.3,8.65
2020-12-07,0.8,15.2,1.0,10.6,21.5,7.3,2.3,9.6,-1.7,14.2,8.08
2020-12-08,0.3,20.1,0.8,11.4,14.2,9.6,4.2,11.4,-2.5,12.9,8.24
